# DISTANCE:     AVE_GOFR:        ERROR:
           1   0.0128248           0           0           0
           1   0.0384745           0           0           0
           1   0.0641241           0           0           0
           1   0.0897737           0           0           0
           1    0.115423           0           0           0
           1    0.141073           0           0           0
           1    0.166723           0           0           0
           1    0.192372           0           0           0
           1    0.218022           0           0           0
           1    0.243672           0           0           0
           1    0.269321           0           0           0
           1    0.294971           0           0           0
           1     0.32062           0           0           0
           1     0.34627           0           0           0
           1     0.37192           0           0           0
           1    0.397569           0           0           0
           1    0.423219           0           0           0
           1    0.448869           0           0           0
           1    0.474518           0           0           0
           1    0.500168           0           0           0
           1    0.525818           0           0           0
           1    0.551467           0           0           0
           1    0.577117           0           0           0
           1    0.602767           0           0           0
           1    0.628416           0           0           0
           1    0.654066           0           0           0
           1    0.679715           0           0           0
           1    0.705365           0           0           0
           1    0.731015           0           0           0
           1    0.756664           0           0           0
           1    0.782314           0           0           0
           1    0.807964           0           0           0
           1    0.833613           0           0           0
           1    0.859263           0           0           0
           1    0.884913 0.000733642 0.000733642           0
           1    0.910562   0.0178853   0.0178853           0
           1    0.936212    0.159233    0.159233           0
           1    0.961861    0.605126    0.605126           0
           1    0.987511     1.20538     1.20538           0
           1     1.01316     1.95575     1.95575           0
           1     1.03881     2.33325     2.33325           0
           1     1.06446     2.59733     2.59733           0
           1     1.09011     2.64458     2.64458           0
           1     1.11576     2.45061     2.45061           0
           1     1.14141      2.2377      2.2377           0
           1     1.16706     1.91117     1.91117           0
           1     1.19271     1.72269     1.72269           0
           1     1.21836     1.49756     1.49756           0
           1     1.24401     1.31516     1.31516           0
           1     1.26966     1.21342     1.21342           0
           1     1.29531     1.07844     1.07844           0
           1     1.32096    0.968527    0.968527           0
           1     1.34661    0.922894    0.922894           0
           1     1.37226    0.853784    0.853784           0
           1     1.39791    0.829337    0.829337           0
           1     1.42355    0.783385    0.783385           0
           1      1.4492    0.719124    0.719124           0
           1     1.47485    0.684045    0.684045           0
           1      1.5005    0.690475    0.690475           0
           1     1.52615    0.686963    0.686963           0
           1      1.5518    0.689433    0.689433           0
           1     1.57745    0.680673    0.680673           0
           1      1.6031    0.676811    0.676811           0
           1     1.62875    0.694699    0.694699           0
           1      1.6544    0.719938    0.719938           0
           1     1.68005     0.73022     0.73022           0
           1      1.7057     0.77465     0.77465           0
           1     1.73135    0.790572    0.790572           0
           1       1.757    0.811615    0.811615           0
           1     1.78265    0.844676    0.844676           0
           1      1.8083    0.903297    0.903297           0
           1     1.83395    0.964641    0.964641           0
           1      1.8596    0.999311    0.999311           0
           1     1.88525     1.03637     1.03637           0
           1      1.9109     1.07656     1.07656           0
           1     1.93655     1.11733     1.11733           0
           1      1.9622     1.14919     1.14919           0
           1     1.98785     1.16979     1.16979           0
           1      2.0135     1.19411     1.19411           0
           1     2.03915     1.20486     1.20486           0
           1      2.0648     1.22118     1.22118           0
           1     2.09045     1.21407     1.21407           0
           1      2.1161     1.19498     1.19498           0
           1     2.14174     1.18959     1.18959           0
           1     2.16739     1.15844     1.15844           0
           1     2.19304     1.12375     1.12375           0
           1     2.21869       1.096       1.096           0
           1     2.24434     1.07379     1.07379           0
           1     2.26999      1.0358      1.0358           0
           1     2.29564     1.02143     1.02143           0
           1     2.32129    0.974694    0.974694           0
           1     2.34694    0.958083    0.958083           0
           1     2.37259    0.980665    0.980665           0
           1     2.39824    0.973073    0.973073           0
           1     2.42389    0.925275    0.925275           0
           1     2.44954    0.901822    0.901822           0
           1     2.47519    0.893673    0.893673           0
           1     2.50084    0.914683    0.914683           0
           1     2.52649    0.910331    0.910331           0
           1     2.55214    0.902385    0.902385           0
           2   0.0128248           0           0           0
           2   0.0384745           0           0           0
           2   0.0641241           0           0           0
           2   0.0897737           0           0           0
           2    0.115423           0           0           0
           2    0.141073           0           0           0
           2    0.166723           0           0           0
           2    0.192372           0           0           0
           2    0.218022           0           0           0
           2    0.243672           0           0           0
           2    0.269321           0           0           0
           2    0.294971           0           0           0
           2     0.32062           0           0           0
           2     0.34627           0           0           0
           2     0.37192           0           0           0
           2    0.397569           0           0           0
           2    0.423219           0           0           0
           2    0.448869           0           0           0
           2    0.474518           0           0           0
           2    0.500168           0           0           0
           2    0.525818           0           0           0
           2    0.551467           0           0           0
           2    0.577117           0           0           0
           2    0.602767           0           0           0
           2    0.628416           0           0           0
           2    0.654066           0           0           0
           2    0.679715           0           0           0
           2    0.705365           0           0           0
           2    0.731015           0           0           0
           2    0.756664           0           0           0
           2    0.782314           0           0           0
           2    0.807964           0           0           0
           2    0.833613           0           0           0
           2    0.859263           0           0           0
           2    0.884913           0 0.000366821 0.000259382
           2    0.910562   0.0161964   0.0170409 0.000597127
           2    0.936212    0.161855    0.160544 0.000926947
           2    0.961861    0.564531    0.584829   0.0143526
           2    0.987511     1.26776     1.23657   0.0220524
           2     1.01316     1.88204      1.9189   0.0260576
           2     1.03881     2.33335      2.3333 3.52921e-05
           2     1.06446      2.6359     2.61662   0.0136352
           2     1.09011     2.53943     2.59201   0.0371765
           2     1.11576     2.42598      2.4383  0.00870859
           2     1.14141     2.19945     2.21857    0.013525
           2     1.16706     1.97012     1.94065    0.020841
           2     1.19271     1.72781     1.72525  0.00181159
           2     1.21836     1.59049     1.54402    0.032858
           2     1.24401     1.34426     1.32971   0.0102869
           2     1.26966     1.22418      1.2188  0.00380373
           2     1.29531     1.09886     1.08865  0.00721837
           2     1.32096    0.993776    0.981152  0.00892697
           2     1.34661     0.91531    0.919102  0.00268136
           2     1.37226     0.84015    0.846967  0.00482029
           2     1.39791    0.777943     0.80364   0.0181708
           2     1.42355    0.729218    0.756301   0.0191507
           2      1.4492    0.700659    0.709892  0.00652835
           2     1.47485    0.699562    0.691804  0.00548616
           2      1.5005    0.696615    0.693545  0.00217083
           2     1.52615    0.681968    0.684466  0.00176599
           2      1.5518    0.667976    0.678705  0.00758626
           2     1.57745    0.671409    0.676041  0.00327539
           2      1.6031    0.669895    0.673353  0.00244525
           2     1.62875    0.694415    0.694557 0.000100496
           2      1.6544    0.677681    0.698809     0.01494
           2     1.68005     0.73915    0.734685  0.00315743
           2      1.7057    0.749695    0.762172  0.00882302
           2     1.73135     0.78693    0.788751   0.0012875
           2       1.757    0.807276    0.809445  0.00153394
           2     1.78265    0.887794    0.866235   0.0152447
           2      1.8083    0.930892    0.917095  0.00975651
           2     1.83395    0.955289    0.959965  0.00330653
           2      1.8596     1.00398     1.00165  0.00165203
           2     1.88525     1.05383      1.0451  0.00617234
           2      1.9109     1.09415     1.08535  0.00621984
           2     1.93655     1.14836     1.13284   0.0109715
