1	1.00463	0
2	0.991279	0.0133517
3	0.992896	0.0078764
4	0.997027	0.00693449
5	1.00103	0.00669662
6	1.0006	0.00548456
7	1.00319	0.00531335
8	1.00322	0.00460158
9	1.00528	0.00455157
10	1.00229	0.00505173
11	1.00096	0.00476085
12	1.00121	0.00435362
13	1.0003	0.00410754
14	1.00228	0.00428552
15	1.00161	0.00404486
16	1.00069	0.00389254
17	1.00052	0.00366044
18	1.00022	0.00346458
19	1.0007	0.0033118
20	1.00044	0.00315254
21	1.00069	0.00300903
22	1.00047	0.00287736
23	1.00066	0.00275616
24	1.0011	0.00267523
25	1.00111	0.00256604
26	1.0016	0.00251351
27	1.00121	0.00245052
28	1.00062	0.00243303
29	1.00062	0.00234764
30	0.9999	0.00237892
31	1.00039	0.0023533
32	1.00062	0.00228943
33	1.00083	0.00222956
34	1.00089	0.00216369
35	1.00049	0.00213768
36	1.0005	0.00207745
37	1.00131	0.00217905
38	1.00169	0.00215359
39	1.0015	0.00210633
40	1.00158	0.00205475
41	1.00142	0.00201081
42	1.00138	0.00196262
43	1.00144	0.00191719
44	1.00138	0.00187392
45	1.00149	0.00183527
46	1.00121	0.00181663
47	1.00162	0.0018241
48	1.00143	0.00179608
49	1.0013	0.00176376
50	1.00109	0.00174143
51	1.00082	0.00172704
52	1.00046	0.00173307
53	1.00022	0.00171636
54	0.999925	0.00171003
55	0.999753	0.00168744
56	0.999315	0.00171402
57	0.999313	0.00168368
58	0.999041	0.00167654
59	0.998791	0.00166684
60	0.998749	0.00163936
61	0.99888	0.00161758
62	0.998676	0.00160434
63	0.998701	0.00157887
64	0.998986	0.00157987
65	0.99893	0.00155638
66	0.9988	0.00153817
67	0.998853	0.00151597
68	0.998933	0.00149564
69	0.998871	0.00147511
70	0.998797	0.00145575
71	0.998816	0.00143522
72	0.998778	0.00141567
73	0.998844	0.00139773
74	0.99897	0.00138441
75	0.998763	0.00138131
76	0.99843	0.00140312
77	0.998603	0.00139557
78	0.998643	0.00137812
79	0.998997	0.001406
80	0.998863	0.00139474
81	0.998929	0.00137897
82	0.999002	0.00136402
83	0.998967	0.00134794
84	0.999154	0.00134483
85	0.999095	0.00133025
86	0.999363	0.00134175
87	0.999386	0.00132644
88	0.999387	0.00131128
89	0.999539	0.00130536
90	0.999536	0.00129078
91	0.99958	0.00127729
92	0.999618	0.0012639
93	0.999557	0.00125173
94	0.999515	0.00123906
95	0.999455	0.0012274
96	0.999417	0.00121516
97	0.999406	0.00120261
98	0.999404	0.00119027
99	0.999326	0.0011808
100	0.999441	0.00117461
