#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        2904     0.08616   0.0944883 0.000152715
        2905   0.0862568   0.0944854 0.000152689
        2906   0.0863566   0.0944826 0.000152662
        2907   0.0864597   0.0944799 0.000152634
        2908   0.0865662   0.0944772 0.000152606
        2909    0.086676   0.0944745 0.000152577
        2910    0.086789   0.0944718 0.000152548
        2911   0.0869056   0.0944692 0.000152517
        2912   0.0870256   0.0944667 0.000152486
        2913    0.087149   0.0944642 0.000152455
        2914   0.0872757   0.0944617 0.000152422
        2915   0.0874057   0.0944593 0.000152389
        2916   0.0875389   0.0944569 0.000152356
        2917   0.0876752   0.0944546 0.000152321
        2918   0.0878143   0.0944523 0.000152286
        2919   0.0879565   0.0944501  0.00015225
        2920   0.0881014   0.0944479 0.000152213
        2921   0.0882488   0.0944458 0.000152176
        2922   0.0883989   0.0944437 0.000152138
        2923   0.0885517   0.0944417 0.000152099
        2924   0.0887065   0.0944397  0.00015206
        2925   0.0888637   0.0944378  0.00015202
        2926   0.0890227    0.094436 0.000151979
        2927   0.0891836   0.0944342 0.000151938
        2928   0.0893463   0.0944325 0.000151896
        2929   0.0895104   0.0944308 0.000151853
        2930   0.0896767   0.0944292  0.00015181
        2931   0.0898447   0.0944276 0.000151766
        2932   0.0900149   0.0944261 0.000151722
        2933   0.0901862   0.0944246 0.000151677
        2934   0.0903593   0.0944233 0.000151632
        2935   0.0905347   0.0944219 0.000151586
        2936   0.0907121   0.0944207  0.00015154
        2937   0.0908917   0.0944195 0.000151493
        2938   0.0910742   0.0944183 0.000151446
        2939   0.0912591   0.0944173 0.000151398
        2940   0.0914474   0.0944162  0.00015135
        2941   0.0916398   0.0944153 0.000151301
        2942   0.0918358   0.0944144 0.000151252
        2943   0.0920357   0.0944136 0.000151203
        2944   0.0922409   0.0944129 0.000151154
        2945   0.0924504   0.0944122 0.000151104
        2946   0.0926658   0.0944116 0.000151054
        2947   0.0928871   0.0944111 0.000151003
        2948   0.0931154   0.0944107 0.000150953
        2949   0.0933503   0.0944103 0.000150902
        2950   0.0935941     0.09441 0.000150851
        2951   0.0938451   0.0944098   0.0001508
        2952    0.094105   0.0944097 0.000150749
        2953   0.0943734   0.0944097 0.000150698
        2954    0.094651   0.0944098 0.000150647
        2955   0.0949382     0.09441 0.000150596
        2956   0.0952346   0.0944103 0.000150545
        2957   0.0955412   0.0944106 0.000150495
        2958   0.0958571   0.0944111 0.000150445
        2959   0.0961815   0.0944117 0.000150395
        2960    0.096514   0.0944124 0.000150346
        2961   0.0968543   0.0944133 0.000150298
        2962   0.0972015   0.0944142  0.00015025
        2963   0.0975539   0.0944153 0.000150203
        2964   0.0979115   0.0944164 0.000150157
        2965   0.0982706   0.0944177 0.000150112
        2966   0.0986303   0.0944192 0.000150068
        2967   0.0989889   0.0944207 0.000150025
        2968   0.0993431   0.0944224 0.000149984
        2969   0.0996899   0.0944241 0.000149944
        2970    0.100027    0.094426 0.000149905
        2971    0.100352    0.094428 0.000149868
        2972    0.100661   0.0944301 0.000149832
        2973     0.10095   0.0944323 0.000149798
        2974    0.101217   0.0944346 0.000149765
        2975    0.101457   0.0944369 0.000149733
        2976    0.101669   0.0944394 0.000149702
        2977     0.10185   0.0944419 0.000149673
        2978    0.101995   0.0944444 0.000149644
        2979    0.102105    0.094447 0.000149616
        2980    0.102177   0.0944496 0.000149588
        2981    0.102208   0.0944522 0.000149561
        2982    0.102199   0.0944548 0.000149533
        2983    0.102149   0.0944573 0.000149505
        2984    0.102058   0.0944599 0.000149477
        2985    0.101926   0.0944624 0.000149448
        2986    0.101755   0.0944648 0.000149418
        2987    0.101547   0.0944672 0.000149386
        2988    0.101304   0.0944695 0.000149354
        2989    0.101028   0.0944717  0.00014932
        2990    0.100722   0.0944738 0.000149285
        2991     0.10039   0.0944758 0.000149248
        2992    0.100034   0.0944776  0.00014921
        2993   0.0996584   0.0944793  0.00014917
        2994   0.0992663   0.0944809 0.000149129
        2995   0.0988613   0.0944824 0.000149086
        2996   0.0984463   0.0944837 0.000149042
        2997   0.0980246   0.0944849 0.000148997
        2998   0.0975992    0.094486 0.000148951
        2999   0.0971731   0.0944868 0.000148904
        3000   0.0967489   0.0944876 0.000148856
        3001   0.0963289   0.0944882 0.000148808
        3002   0.0959146   0.0944887 0.000148759
        3003   0.0955085    0.094489  0.00014871
        3004    0.095112   0.0944892 0.000148661
        3005    0.094726   0.0944893 0.000148611
        3006   0.0943521   0.0944893 0.000148562
        3007   0.0939914   0.0944891 0.000148512
        3008   0.0936438   0.0944888 0.000148463
        3009   0.0933102   0.0944884 0.000148414
        3010   0.0929906   0.0944879 0.000148366
        3011    0.092686   0.0944873 0.000148318
        3012   0.0923955   0.0944866  0.00014827
        3013   0.0921197   0.0944859 0.000148223
        3014   0.0918578    0.094485 0.000148177
        3015   0.0916091    0.094484  0.00014813
        3016   0.0913745    0.094483 0.000148085
        3017   0.0911539   0.0944819  0.00014804
        3018   0.0909464   0.0944807 0.000147996
        3019   0.0907521   0.0944795 0.000147952
        3020   0.0905702   0.0944782 0.000147908
        3021   0.0903995   0.0944768 0.000147866
        3022   0.0902407   0.0944754 0.000147823
        3023   0.0900927    0.094474 0.000147781
        3024    0.089956   0.0944725  0.00014774
        3025   0.0898296    0.094471 0.000147699
        3026   0.0897126   0.0944694 0.000147659
        3027   0.0896055   0.0944678 0.000147619
        3028   0.0895082   0.0944661 0.000147579
        3029   0.0894203   0.0944645  0.00014754
        3030   0.0893417   0.0944628 0.000147501
        3031   0.0892709   0.0944611 0.000147462
        3032   0.0892089   0.0944593 0.000147424
        3033   0.0891549   0.0944576 0.000147385
        3034   0.0891092   0.0944558 0.000147347
        3035   0.0890715   0.0944541  0.00014731
        3036   0.0890416   0.0944523 0.000147272
        3037   0.0890189   0.0944505 0.000147234
        3038   0.0890041   0.0944487 0.000147197
        3039   0.0889966   0.0944469 0.000147159
        3040   0.0889967   0.0944451 0.000147122
        3041   0.0890045   0.0944433 0.000147084
        3042   0.0890197   0.0944415 0.000147047
        3043   0.0890426   0.0944398 0.000147009
        3044   0.0890733    0.094438 0.000146971
        3045   0.0891113   0.0944363 0.000146933
        3046   0.0891575   0.0944345 0.000146895
        3047   0.0892108   0.0944328 0.000146857
        3048   0.0892726   0.0944311 0.000146819
        3049   0.0893414   0.0944294  0.00014678
        3050   0.0894181   0.0944278 0.000146741
        3051   0.0895024   0.0944262 0.000146702
        3052    0.089595   0.0944246 0.000146662
        3053   0.0896953   0.0944231 0.000146623
        3054   0.0898043   0.0944215 0.000146582
        3055   0.0899213   0.0944201 0.000146542
        3056   0.0900463   0.0944186 0.000146501
        3057   0.0901795   0.0944172 0.000146459
        3058    0.090321   0.0944159 0.000146418
        3059   0.0904706   0.0944146 0.000146375
        3060   0.0906278   0.0944134 0.000146333
        3061    0.090794   0.0944122  0.00014629
        3062   0.0909685   0.0944111 0.000146246
        3063   0.0911507     0.09441 0.000146202
        3064   0.0913408    0.094409 0.000146158
        3065   0.0915399   0.0944081 0.000146114
        3066   0.0917459   0.0944072 0.000146068
        3067   0.0919598   0.0944064 0.000146023
        3068    0.092181   0.0944057 0.000145977
        3069   0.0924089    0.094405 0.000145931
        3070   0.0926441   0.0944045 0.000145885
        3071   0.0928856    0.094404 0.000145838
        3072   0.0931334   0.0944035 0.000145791
        3073   0.0933866   0.0944032 0.000145744
        3074   0.0936452    0.094403 0.000145697
        3075   0.0939087   0.0944028  0.00014565
        3076   0.0941765   0.0944027 0.000145602
        3077   0.0944477   0.0944028 0.000145555
        3078   0.0947223   0.0944029 0.000145508
        3079   0.0949994    0.094403 0.000145461
        3080   0.0952783   0.0944033 0.000145414
        3081   0.0955581   0.0944037 0.000145367
        3082   0.0958373   0.0944042  0.00014532
        3083   0.0961163   0.0944047 0.000145274
        3084   0.0963936   0.0944054 0.000145229
        3085   0.0966687   0.0944061 0.000145183
        3086    0.096941   0.0944069 0.000145139
        3087   0.0972084   0.0944078 0.000145095
        3088   0.0974705   0.0944088 0.000145051
        3089    0.097727   0.0944099 0.000145008
        3090   0.0979771   0.0944111 0.000144966
        3091   0.0982189   0.0944123 0.000144924
        3092    0.098452   0.0944136 0.000144883
        3093   0.0986751    0.094415 0.000144843
        3094   0.0988882   0.0944164 0.000144803
        3095   0.0990906   0.0944179 0.000144764
        3096   0.0992811   0.0944195 0.000144726
        3097   0.0994593   0.0944211 0.000144688
        3098   0.0996242   0.0944228 0.000144651
        3099   0.0997762   0.0944245 0.000144615
        3100   0.0999139   0.0944263 0.000144579
        3101    0.100038   0.0944281 0.000144544
        3102    0.100148     0.09443 0.000144509
        3103    0.100242   0.0944318 0.000144475
        3104    0.100322   0.0944337 0.000144441
        3105    0.100388   0.0944356 0.000144407
        3106    0.100439   0.0944376 0.000144373
        3107    0.100476   0.0944395  0.00014434
        3108    0.100499   0.0944415 0.000144307
        3109    0.100509   0.0944434 0.000144273
        3110    0.100505   0.0944454  0.00014424
        3111     0.10049   0.0944473 0.000144207
        3112    0.100463   0.0944492 0.000144173
        3113    0.100425   0.0944512  0.00014414
        3114    0.100377   0.0944531 0.000144106
        3115     0.10032    0.094455 0.000144072
        3116    0.100255   0.0944568 0.000144038
        3117    0.100183   0.0944587 0.000144004
        3118    0.100105   0.0944605 0.000143969
        3119    0.100022   0.0944622 0.000143934
        3120   0.0999361    0.094464 0.000143898
        3121   0.0998477   0.0944657 0.000143862
        3122   0.0997584   0.0944674 0.000143826
        3123   0.0996695   0.0944691  0.00014379
        3124   0.0995822   0.0944707 0.000143753
        3125   0.0994982   0.0944723 0.000143716
        3126   0.0994175   0.0944739 0.000143679
        3127   0.0993429   0.0944755 0.000143641
        3128   0.0992757    0.094477 0.000143604
        3129   0.0992159   0.0944785 0.000143566
        3130   0.0991658     0.09448 0.000143528
        3131   0.0991257   0.0944815  0.00014349
        3132   0.0990966    0.094483 0.000143451
        3133   0.0990797   0.0944844 0.000143413
        3134   0.0990756   0.0944859 0.000143375
        3135    0.099084   0.0944874 0.000143337
        3136   0.0991055   0.0944888 0.000143298
        3137   0.0991409   0.0944903  0.00014326
        3138   0.0991894   0.0944918 0.000143223
        3139   0.0992506   0.0944933 0.000143185
        3140   0.0993238   0.0944949 0.000143148
        3141   0.0994082   0.0944964 0.000143111
        3142   0.0995022    0.094498 0.000143074
        3143   0.0996041   0.0944997 0.000143038
        3144   0.0997115   0.0945013 0.000143002
        3145   0.0998228    0.094503 0.000142966
        3146   0.0999352   0.0945047 0.000142931
        3147    0.100045   0.0945065 0.000142897
        3148     0.10015   0.0945083 0.000142863
        3149    0.100247   0.0945101 0.000142829
        3150    0.100331    0.094512 0.000142795
        3151    0.100401   0.0945138 0.000142762
        3152    0.100451   0.0945157 0.000142729
        3153    0.100479   0.0945176 0.000142697
        3154    0.100481   0.0945195 0.000142664
        3155    0.100454   0.0945214 0.000142631
        3156    0.100396   0.0945232 0.000142598
        3157    0.100304   0.0945251 0.000142565
        3158    0.100176   0.0945269 0.000142531
        3159    0.100011   0.0945286 0.000142496
        3160   0.0998095   0.0945303 0.000142461
        3161   0.0995696   0.0945319 0.000142425
        3162   0.0992923   0.0945334 0.000142388
        3163   0.0989791   0.0945348  0.00014235
        3164   0.0986315   0.0945361 0.000142311
        3165   0.0982507   0.0945372  0.00014227
        3166   0.0978401   0.0945383 0.000142229
        3167   0.0974023   0.0945392 0.000142187
        3168   0.0969412   0.0945399 0.000142144
        3169   0.0964602   0.0945406 0.000142101
        3170   0.0959623    0.094541 0.000142057
        3171   0.0954517   0.0945413 0.000142012
        3172   0.0949325   0.0945414 0.000141968
        3173   0.0944076   0.0945414 0.000141923
        3174   0.0938805   0.0945412 0.000141878
        3175   0.0933539   0.0945408 0.000141834
        3176   0.0928315   0.0945403  0.00014179
        3177   0.0923158   0.0945396 0.000141747
        3178    0.091809   0.0945387 0.000141705
        3179   0.0913138   0.0945377 0.000141665
        3180   0.0908315   0.0945365 0.000141625
        3181   0.0903638   0.0945352 0.000141586
        3182   0.0899121   0.0945337 0.000141549
        3183   0.0894768   0.0945322 0.000141514
        3184   0.0890595   0.0945304  0.00014148
        3185   0.0886606   0.0945286 0.000141447
        3186   0.0882803   0.0945266 0.000141417
        3187   0.0879195   0.0945246 0.000141387
        3188    0.087577   0.0945224  0.00014136
        3189   0.0872535   0.0945201 0.000141334
        3190    0.086949   0.0945177 0.000141309
        3191   0.0866629   0.0945153 0.000141287
        3192   0.0863946   0.0945127 0.000141265
        3193   0.0861438   0.0945101 0.000141245
        3194   0.0859098   0.0945074 0.000141227
        3195   0.0856926   0.0945047  0.00014121
        3196   0.0854914   0.0945018 0.000141193
        3197   0.0853055    0.094499 0.000141179
        3198   0.0851352    0.094496 0.000141165
        3199   0.0849794   0.0944931 0.000141152
        3200   0.0848368     0.09449  0.00014114
        3201   0.0847077    0.094487 0.000141129
        3202   0.0845913   0.0944839 0.000141119
        3203   0.0844872   0.0944808 0.000141109
        3204   0.0843947   0.0944776   0.0001411
        3205   0.0843135   0.0944744 0.000141092
        3206   0.0842434   0.0944713 0.000141084
        3207   0.0841837    0.094468 0.000141077
        3208   0.0841338   0.0944648 0.000141069
        3209   0.0840938   0.0944616 0.000141062
        3210   0.0840634   0.0944584 0.000141056
        3211   0.0840423   0.0944551 0.000141049
        3212   0.0840299   0.0944519 0.000141042
        3213   0.0840262   0.0944486 0.000141036
        3214   0.0840309   0.0944454 0.000141029
        3215   0.0840442   0.0944421 0.000141023
        3216   0.0840654   0.0944389 0.000141016
        3217   0.0840951   0.0944357 0.000141008
        3218   0.0841326   0.0944325 0.000141001
        3219   0.0841779   0.0944293 0.000140993
        3220   0.0842306   0.0944261 0.000140985
        3221    0.084291    0.094423 0.000140976
        3222   0.0843596   0.0944199 0.000140967
        3223   0.0844352   0.0944168 0.000140957
        3224   0.0845179   0.0944137 0.000140947
        3225   0.0846085   0.0944107 0.000140936
        3226   0.0847065   0.0944077 0.000140925
        3227   0.0848117   0.0944047 0.000140912
        3228   0.0849253   0.0944018 0.000140899
        3229   0.0850465   0.0943989 0.000140885
        3230   0.0851749    0.094396 0.000140871
        3231   0.0853114   0.0943932 0.000140855
        3232    0.085455   0.0943904 0.000140839
        3233   0.0856076   0.0943877 0.000140821
        3234   0.0857677    0.094385 0.000140803
        3235   0.0859363   0.0943824 0.000140784
        3236   0.0861137   0.0943799 0.000140763
        3237   0.0862997   0.0943774 0.000140742
        3238   0.0864944   0.0943749  0.00014072
        3239   0.0866985   0.0943726 0.000140696
        3240    0.086912   0.0943703 0.000140672
        3241   0.0871348    0.094368 0.000140646
        3242   0.0873679   0.0943659 0.000140619
        3243   0.0876111   0.0943638 0.000140591
        3244   0.0878651   0.0943618 0.000140562
        3245   0.0881308   0.0943599 0.000140532
        3246   0.0884081    0.094358 0.000140501
        3247   0.0886982   0.0943563 0.000140468
        3248   0.0890008   0.0943546 0.000140434
        3249   0.0893171   0.0943531   0.0001404
        3250    0.089648   0.0943516 0.000140364
        3251   0.0899943   0.0943503 0.000140327
        3252   0.0903565   0.0943491  0.00014029
        3253   0.0907353    0.094348 0.000140251
        3254   0.0911318    0.094347 0.000140211
        3255   0.0915473   0.0943461 0.000140171
        3256   0.0919825   0.0943454  0.00014013
        3257   0.0924389   0.0943448 0.000140088
        3258   0.0929176   0.0943444 0.000140045
        3259   0.0934197   0.0943441 0.000140003
        3260   0.0939468    0.094344  0.00013996
        3261   0.0944995    0.094344 0.000139917
        3262   0.0950791   0.0943442 0.000139874
        3263   0.0956871   0.0943446 0.000139832
        3264   0.0963241   0.0943453  0.00013979
        3265   0.0969914   0.0943461  0.00013975
        3266   0.0976898   0.0943471 0.000139711
        3267   0.0984198   0.0943483 0.000139674
        3268   0.0991817   0.0943498 0.000139639
        3269   0.0999768   0.0943515 0.000139607
        3270    0.100803   0.0943535 0.000139578
        3271    0.101659   0.0943557 0.000139553
        3272    0.102545   0.0943582 0.000139533
        3273    0.103459    0.094361 0.000139518
        3274    0.104397   0.0943641 0.000139509
        3275    0.105356   0.0943674 0.000139507
        3276    0.106332   0.0943711 0.000139512
        3277    0.107319   0.0943751 0.000139525
        3278     0.10831   0.0943793 0.000139548
        3279      0.1093   0.0943839 0.000139579
        3280    0.110278   0.0943887 0.000139621
        3281    0.111237   0.0943938 0.000139673
        3282    0.112165   0.0943992 0.000139735
        3283    0.113055   0.0944049 0.000139808
        3284    0.113892   0.0944109 0.000139891
        3285    0.114668    0.094417 0.000139985
        3286    0.115371   0.0944234 0.000140087
        3287     0.11599     0.09443 0.000140198
        3288    0.116518   0.0944367 0.000140316
        3289    0.116945   0.0944435  0.00014044
        3290    0.117264   0.0944505 0.000140569
        3291    0.117472   0.0944575   0.0001407
        3292    0.117564   0.0944645 0.000140832
        3293    0.117541   0.0944715 0.000140964
        3294    0.117403   0.0944785 0.000141093
        3295    0.117153   0.0944853 0.000141218
        3296    0.116797   0.0944921 0.000141337
        3297     0.11634   0.0944987 0.000141449
        3298    0.115792   0.0945052 0.000141554
        3299     0.11516   0.0945114 0.000141649
        3300    0.114454   0.0945175 0.000141735
        3301    0.113686   0.0945233 0.000141811
        3302    0.112865   0.0945289 0.000141877
        3303       0.112   0.0945341 0.000141933
        3304    0.111102   0.0945392 0.000141978
        3305     0.11018   0.0945439 0.000142014
        3306    0.109242   0.0945483 0.000142041
        3307    0.108295   0.0945525 0.000142059
        3308    0.107347   0.0945564 0.000142068
        3309    0.106403   0.0945599  0.00014207
        3310    0.105469   0.0945632 0.000142066
        3311    0.104549   0.0945662 0.000142055
        3312    0.103647    0.094569 0.000142038
        3313    0.102766   0.0945715 0.000142017
        3314    0.101909   0.0945737 0.000141991
        3315    0.101078   0.0945756 0.000141962
        3316    0.100274   0.0945774  0.00014193
        3317   0.0994986   0.0945788 0.000141895
        3318   0.0987525   0.0945801 0.000141858
        3319   0.0980373   0.0945811 0.000141819
        3320   0.0973529    0.094582 0.000141778
        3321   0.0966988   0.0945826 0.000141737
        3322   0.0960757   0.0945831 0.000141695
        3323   0.0954834   0.0945833 0.000141653
        3324    0.094923   0.0945834  0.00014161
        3325   0.0943915   0.0945834 0.000141568
        3326   0.0938905   0.0945832 0.000141525
        3327   0.0934191   0.0945828 0.000141483
        3328   0.0929765   0.0945823 0.000141441
        3329   0.0925623   0.0945817   0.0001414
        3330   0.0921763    0.094581  0.00014136
        3331   0.0918177   0.0945802  0.00014132
        3332   0.0914852   0.0945793  0.00014128
        3333   0.0911788   0.0945782 0.000141242
        3334   0.0908974   0.0945771 0.000141203
        3335   0.0906404   0.0945759 0.000141166
        3336   0.0904067   0.0945747 0.000141129
        3337    0.090195   0.0945734 0.000141093
        3338   0.0900054    0.094572 0.000141057
        3339   0.0898368   0.0945706 0.000141022
        3340   0.0896875   0.0945691 0.000140988
        3341   0.0895569   0.0945676 0.000140953
        3342   0.0894438   0.0945661  0.00014092
        3343   0.0893479   0.0945645 0.000140886
        3344   0.0892674    0.094563 0.000140853
        3345   0.0892009   0.0945614  0.00014082
        3346   0.0891478   0.0945597 0.000140787
        3347   0.0891064   0.0945581 0.000140754
        3348   0.0890765   0.0945565 0.000140722
        3349   0.0890554   0.0945548  0.00014069
        3350   0.0890422   0.0945532 0.000140657
        3351   0.0890361   0.0945515 0.000140625
        3352   0.0890349   0.0945499 0.000140593
        3353    0.089038   0.0945482  0.00014056
        3354   0.0890441   0.0945466 0.000140528
        3355    0.089052    0.094545 0.000140496
        3356   0.0890594   0.0945433 0.000140463
        3357   0.0890662   0.0945417 0.000140431
        3358   0.0890707   0.0945401 0.000140398
        3359   0.0890713   0.0945384 0.000140366
        3360   0.0890675   0.0945368 0.000140334
        3361   0.0890572   0.0945352 0.000140301
        3362    0.089041   0.0945336 0.000140269
        3363   0.0890172   0.0945319 0.000140237
        3364   0.0889848   0.0945303 0.000140205
        3365   0.0889441   0.0945286 0.000140173
        3366   0.0888936   0.0945269 0.000140142
        3367   0.0888334   0.0945252  0.00014011
        3368   0.0887623   0.0945235 0.000140079
        3369   0.0886807   0.0945218 0.000140048
        3370   0.0885882     0.09452 0.000140018
        3371   0.0884858   0.0945182 0.000139988
        3372   0.0883734   0.0945164 0.000139958
        3373   0.0882512   0.0945146 0.000139929
        3374   0.0881193   0.0945127   0.0001399
        3375   0.0879783   0.0945107 0.000139872
        3376   0.0878296   0.0945087 0.000139845
        3377   0.0876731   0.0945067 0.000139818
        3378   0.0875099   0.0945047 0.000139792
        3379   0.0873404   0.0945025 0.000139767
        3380   0.0871655   0.0945004 0.000139742
        3381   0.0869861   0.0944981 0.000139718
        3382   0.0868034   0.0944959 0.000139696
        3383   0.0866183   0.0944935 0.000139674
        3384   0.0864317   0.0944912 0.000139653
        3385   0.0862442   0.0944887 0.000139633
        3386   0.0860572   0.0944862 0.000139614
        3387   0.0858716   0.0944837 0.000139596
        3388   0.0856879   0.0944811 0.000139579
        3389    0.085507   0.0944784 0.000139563
        3390   0.0853298   0.0944757 0.000139547
        3391   0.0851565    0.094473 0.000139533
        3392   0.0849891   0.0944702  0.00013952
        3393   0.0848276   0.0944674 0.000139508
        3394   0.0846716   0.0944645 0.000139497
        3395   0.0845232   0.0944615 0.000139486
        3396   0.0843825   0.0944586 0.000139477
        3397   0.0842506   0.0944556 0.000139468
        3398   0.0841271   0.0944525  0.00013946
        3399   0.0840124   0.0944495 0.000139453
        3400   0.0839079   0.0944464 0.000139447
        3401   0.0838135   0.0944432 0.000139441
        3402   0.0837297   0.0944401 0.000139435
        3403   0.0836569   0.0944369  0.00013943
        3404   0.0835957   0.0944337 0.000139426
        3405   0.0835461   0.0944305 0.000139421
        3406   0.0835094   0.0944273 0.000139417
        3407   0.0834841   0.0944241 0.000139413
        3408   0.0834713   0.0944209 0.000139409
        3409   0.0834725   0.0944177 0.000139406
        3410   0.0834873   0.0944145 0.000139402
        3411   0.0835161   0.0944113 0.000139397
        3412   0.0835597   0.0944081 0.000139393
        3413   0.0836177   0.0944049 0.000139388
        3414   0.0836906   0.0944018 0.000139382
        3415   0.0837792   0.0943987 0.000139376
        3416   0.0838838   0.0943956 0.000139369
        3417   0.0840053   0.0943926 0.000139362
        3418   0.0841432   0.0943896 0.000139353
        3419   0.0842985   0.0943866 0.000139344
        3420   0.0844719   0.0943837 0.000139333
        3421   0.0846629   0.0943809 0.000139321
        3422   0.0848723   0.0943781 0.000139308
        3423   0.0851012   0.0943754 0.000139294
        3424   0.0853493   0.0943728 0.000139278
        3425   0.0856167   0.0943702 0.000139261
        3426    0.085904   0.0943677 0.000139242
        3427   0.0862109   0.0943654 0.000139222
        3428   0.0865377   0.0943631   0.0001392
        3429    0.086885   0.0943609 0.000139177
        3430   0.0872523   0.0943588 0.000139151
        3431   0.0876392   0.0943569 0.000139125
        3432   0.0880454    0.094355 0.000139096
        3433   0.0884709   0.0943533 0.000139066
        3434    0.088914   0.0943517 0.000139035
        3435   0.0893737   0.0943503 0.000139002
        3436   0.0898496    0.094349 0.000138968
        3437   0.0903399   0.0943478 0.000138932
        3438   0.0908436   0.0943468 0.000138895
        3439   0.0913575   0.0943459 0.000138858
        3440   0.0918808   0.0943452 0.000138819
        3441   0.0924106   0.0943446  0.00013878
        3442   0.0929443   0.0943442  0.00013874
        3443    0.093479    0.094344   0.0001387
        3444    0.094012   0.0943439  0.00013866
        3445   0.0945401   0.0943439  0.00013862
        3446     0.09506   0.0943441  0.00013858
        3447   0.0955689   0.0943445  0.00013854
        3448   0.0960628    0.094345 0.000138501
        3449    0.096538   0.0943456 0.000138462
        3450   0.0969919   0.0943464 0.000138424
        3451    0.097422   0.0943473 0.000138387
        3452   0.0978254   0.0943483  0.00013835
        3453   0.0982003   0.0943494 0.000138315
        3454   0.0985441   0.0943506  0.00013828
        3455   0.0988561   0.0943519 0.000138246
        3456   0.0991343   0.0943533 0.000138213
        3457   0.0993791   0.0943548 0.000138181
        3458   0.0995894   0.0943563 0.000138149
        3459   0.0997658   0.0943578 0.000138118
        3460   0.0999091   0.0943594 0.000138087
        3461    0.100021   0.0943611 0.000138057
        3462    0.100104   0.0943627 0.000138027
        3463    0.100157   0.0943644 0.000137998
        3464    0.100184   0.0943661 0.000137968
        3465    0.100187   0.0943678 0.000137938
        3466    0.100169   0.0943694 0.000137909
        3467    0.100132   0.0943711 0.000137879
        3468    0.100079   0.0943728 0.000137849
        3469    0.100012   0.0943744 0.000137819
        3470    0.099933    0.094376 0.000137788
        3471   0.0998456   0.0943776 0.000137758
        3472   0.0997504   0.0943791 0.000137727
        3473   0.0996492   0.0943806 0.000137695
        3474   0.0995446   0.0943821 0.000137664
        3475   0.0994373   0.0943836 0.000137632
        3476   0.0993281    0.094385   0.0001376
        3477   0.0992184   0.0943864 0.000137567
        3478   0.0991087   0.0943877 0.000137534
        3479   0.0989999   0.0943891 0.000137501
        3480   0.0988925   0.0943904 0.000137468
        3481   0.0987863   0.0943916 0.000137434
        3482   0.0986817   0.0943929   0.0001374
        3483   0.0985787   0.0943941 0.000137366
        3484   0.0984778   0.0943952 0.000137331
        3485    0.098379   0.0943964 0.000137297
        3486   0.0982821   0.0943975 0.000137262
        3487   0.0981868   0.0943986 0.000137227
        3488   0.0980939   0.0943996 0.000137192
        3489    0.098004   0.0944007 0.000137156
        3490   0.0979161   0.0944017 0.000137121
        3491   0.0978315   0.0944027 0.000137085
        3492   0.0977505   0.0944036 0.000137049
        3493   0.0976737   0.0944045 0.000137013
        3494   0.0976001   0.0944055 0.000136977
        3495   0.0975317   0.0944064  0.00013694
        3496   0.0974683   0.0944072 0.000136904
        3497   0.0974107   0.0944081 0.000136868
        3498   0.0973595   0.0944089 0.000136831
        3499   0.0973153   0.0944098 0.000136795
        3500   0.0972786   0.0944106 0.000136758
        3501   0.0972502   0.0944114 0.000136721
        3502     0.09723   0.0944122 0.000136685
        3503   0.0972187    0.094413 0.000136648
        3504   0.0972163   0.0944138 0.000136611
        3505   0.0972239   0.0944146 0.000136575
        3506   0.0972403   0.0944154 0.000136538
        3507   0.0972658   0.0944162 0.000136502
        3508   0.0973005    0.094417 0.000136465
        3509   0.0973435   0.0944179 0.000136429
        3510    0.097395   0.0944187 0.000136393
        3511   0.0974537   0.0944196 0.000136356
        3512   0.0975186   0.0944205  0.00013632
        3513   0.0975884   0.0944214 0.000136285
        3514   0.0976626   0.0944223 0.000136249
        3515   0.0977393   0.0944232 0.000136213
        3516   0.0978171   0.0944242 0.000136178
        3517   0.0978943   0.0944252 0.000136143
        3518   0.0979695   0.0944262 0.000136108
        3519   0.0980403   0.0944272 0.000136073
        3520   0.0981051   0.0944283 0.000136039
        3521   0.0981618   0.0944293 0.000136004
        3522    0.098209   0.0944304  0.00013597
        3523   0.0982447   0.0944315 0.000135935
        3524   0.0982672   0.0944326 0.000135901
        3525   0.0982747   0.0944337 0.000135867
        3526   0.0982662   0.0944348 0.000135833
        3527   0.0982402   0.0944358 0.000135799
        3528   0.0981955   0.0944369 0.000135764
        3529    0.098132   0.0944379  0.00013573
        3530   0.0980484    0.094439 0.000135695
        3531   0.0979444     0.09444  0.00013566
        3532   0.0978203   0.0944409 0.000135625
        3533    0.097676   0.0944418  0.00013559
        3534   0.0975126   0.0944427 0.000135555
        3535   0.0973301   0.0944435 0.000135519
        3536   0.0971295   0.0944443 0.000135482
        3537   0.0969118    0.094445 0.000135446
        3538   0.0966789   0.0944456 0.000135409
        3539   0.0964309   0.0944462 0.000135372
        3540   0.0961704   0.0944467 0.000135335
        3541   0.0958984   0.0944471 0.000135297
        3542   0.0956173   0.0944474 0.000135259
        3543   0.0953285   0.0944476 0.000135221
        3544   0.0950328   0.0944478 0.000135183
        3545   0.0947322   0.0944479 0.000135145
        3546   0.0944289   0.0944479 0.000135107
        3547   0.0941234   0.0944478 0.000135069
        3548   0.0938179   0.0944476 0.000135031
