#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
        2530     2.69554     2.68958 0.000104615
        2531     2.69572     2.68958 0.000104602
        2532     2.69587     2.68958  0.00010459
        2533     2.69599     2.68958 0.000104579
        2534     2.69606     2.68959 0.000104569
        2535     2.69609     2.68959 0.000104559
        2536     2.69607     2.68959 0.000104549
        2537     2.69601      2.6896 0.000104538
        2538     2.69589      2.6896 0.000104527
        2539     2.69573      2.6896 0.000104513
        2540     2.69552      2.6896 0.000104498
        2541     2.69525      2.6896 0.000104481
        2542     2.69493     2.68961 0.000104461
        2543     2.69457     2.68961 0.000104438
        2544     2.69416     2.68961 0.000104412
        2545     2.69371     2.68961 0.000104384
        2546     2.69323     2.68961 0.000104352
        2547     2.69272     2.68961 0.000104318
        2548     2.69218     2.68962 0.000104282
        2549     2.69162     2.68962 0.000104244
        2550     2.69106     2.68962 0.000104205
        2551     2.69049     2.68962 0.000104165
        2552     2.68993     2.68962 0.000104124
        2553     2.68938     2.68962 0.000104083
        2554     2.68885     2.68962 0.000104043
        2555     2.68835     2.68962 0.000104003
        2556     2.68789     2.68962 0.000103965
        2557     2.68748     2.68962 0.000103928
        2558     2.68711     2.68961 0.000103892
        2559     2.68679     2.68961 0.000103857
        2560     2.68654     2.68961 0.000103823
        2561     2.68633     2.68961 0.000103791
        2562     2.68619     2.68961 0.000103759
        2563     2.68611     2.68961 0.000103727
        2564     2.68607     2.68961 0.000103696
        2565     2.68609     2.68961 0.000103664
        2566     2.68616      2.6896 0.000103633
        2567     2.68627      2.6896 0.000103601
        2568     2.68641      2.6896 0.000103568
        2569     2.68658      2.6896 0.000103534
        2570     2.68678      2.6896   0.0001035
        2571       2.687      2.6896 0.000103464
        2572     2.68723      2.6896 0.000103428
        2573     2.68747      2.6896 0.000103391
        2574     2.68772      2.6896 0.000103354
        2575     2.68797     2.68959 0.000103315
        2576     2.68822     2.68959 0.000103277
        2577     2.68847     2.68959 0.000103238
        2578     2.68871     2.68959 0.000103198
        2579     2.68894     2.68959 0.000103158
        2580     2.68917     2.68959 0.000103118
        2581     2.68938     2.68959 0.000103079
        2582     2.68958     2.68959 0.000103039
        2583     2.68977     2.68959 0.000102999
        2584     2.68995     2.68959 0.000102959
        2585     2.69012     2.68959 0.000102919
        2586     2.69029     2.68959  0.00010288
        2587     2.69044     2.68959 0.000102841
        2588     2.69058     2.68959 0.000102802
        2589     2.69071     2.68959 0.000102763
        2590     2.69083      2.6896 0.000102724
        2591     2.69094      2.6896 0.000102686
        2592     2.69103      2.6896 0.000102648
        2593     2.69113      2.6896  0.00010261
        2594     2.69121      2.6896 0.000102572
        2595     2.69128      2.6896 0.000102535
        2596     2.69136      2.6896 0.000102497
        2597     2.69143      2.6896  0.00010246
        2598     2.69149      2.6896 0.000102424
        2599     2.69154      2.6896 0.000102387
        2600     2.69159      2.6896  0.00010235
        2601     2.69164      2.6896 0.000102314
        2602     2.69168      2.6896 0.000102278
        2603     2.69172      2.6896 0.000102242
        2604     2.69176     2.68961 0.000102206
        2605      2.6918     2.68961  0.00010217
        2606     2.69183     2.68961 0.000102134
        2607     2.69186     2.68961 0.000102099
        2608     2.69188     2.68961 0.000102064
        2609     2.69191     2.68961 0.000102028
        2610     2.69193     2.68961 0.000101993
        2611     2.69195     2.68961 0.000101958
        2612     2.69197     2.68961 0.000101923
        2613     2.69198     2.68961 0.000101888
        2614     2.69199     2.68961 0.000101853
        2615     2.69199     2.68961 0.000101818
        2616       2.692     2.68962 0.000101783
        2617     2.69201     2.68962 0.000101748
        2618     2.69201     2.68962 0.000101714
        2619     2.69201     2.68962 0.000101679
        2620     2.69202     2.68962 0.000101644
        2621     2.69202     2.68962  0.00010161
        2622     2.69201     2.68962 0.000101575
        2623     2.69201     2.68962  0.00010154
        2624       2.692     2.68962 0.000101506
        2625     2.69198     2.68962 0.000101471
        2626     2.69197     2.68962 0.000101436
        2627     2.69196     2.68963 0.000101402
        2628     2.69195     2.68963 0.000101367
        2629     2.69194     2.68963 0.000101332
        2630     2.69193     2.68963 0.000101297
        2631     2.69191     2.68963 0.000101263
        2632     2.69189     2.68963 0.000101228
        2633     2.69187     2.68963 0.000101193
        2634     2.69185     2.68963 0.000101158
        2635     2.69183     2.68963 0.000101123
        2636     2.69181     2.68963 0.000101088
        2637     2.69179     2.68963 0.000101053
        2638     2.69177     2.68964 0.000101018
        2639     2.69174     2.68964 0.000100983
        2640     2.69173     2.68964 0.000100948
        2641     2.69171     2.68964 0.000100912
        2642     2.69169     2.68964 0.000100877
        2643     2.69166     2.68964 0.000100842
        2644     2.69164     2.68964 0.000100807
        2645     2.69162     2.68964 0.000100771
        2646     2.69161     2.68964 0.000100736
        2647     2.69159     2.68964 0.000100701
        2648     2.69158     2.68964 0.000100665
        2649     2.69157     2.68964  0.00010063
        2650     2.69157     2.68964 0.000100595
        2651     2.69156     2.68964 0.000100559
        2652     2.69156     2.68965 0.000100524
        2653     2.69156     2.68965 0.000100489
        2654     2.69156     2.68965 0.000100453
        2655     2.69158     2.68965 0.000100418
        2656     2.69159     2.68965 0.000100383
        2657      2.6916     2.68965 0.000100348
        2658     2.69161     2.68965 0.000100313
        2659     2.69163     2.68965 0.000100278
        2660     2.69166     2.68965 0.000100243
        2661     2.69169     2.68965 0.000100208
        2662     2.69172     2.68965 0.000100174
        2663     2.69176     2.68965 0.000100139
        2664     2.69181     2.68965 0.000100105
        2665     2.69185     2.68966 0.000100071
        2666      2.6919     2.68966 0.000100037
        2667     2.69195     2.68966 0.000100003
        2668     2.69201     2.68966 9.99694e-05
        2669     2.69208     2.68966 9.99361e-05
        2670     2.69215     2.68966  9.9903e-05
        2671     2.69223     2.68966 9.98702e-05
        2672     2.69231     2.68966 9.98378e-05
        2673     2.69239     2.68966 9.98056e-05
        2674     2.69248     2.68966 9.97738e-05
        2675     2.69258     2.68967 9.97425e-05
        2676     2.69267     2.68967 9.97116e-05
        2677     2.69278     2.68967 9.96811e-05
        2678     2.69288     2.68967 9.96511e-05
        2679       2.693     2.68967 9.96216e-05
        2680     2.69311     2.68967 9.95927e-05
        2681     2.69323     2.68967 9.95644e-05
        2682     2.69336     2.68967 9.95368e-05
        2683     2.69349     2.68968 9.95099e-05
        2684     2.69362     2.68968 9.94837e-05
        2685     2.69376     2.68968 9.94582e-05
        2686      2.6939     2.68968 9.94336e-05
        2687     2.69403     2.68968 9.94098e-05
        2688     2.69418     2.68968 9.93869e-05
        2689     2.69432     2.68968 9.93649e-05
        2690     2.69446     2.68969 9.93438e-05
        2691      2.6946     2.68969 9.93237e-05
        2692     2.69474     2.68969 9.93045e-05
        2693     2.69488     2.68969 9.92863e-05
        2694     2.69501     2.68969  9.9269e-05
        2695     2.69513      2.6897 9.92527e-05
        2696     2.69525      2.6897 9.92372e-05
        2697     2.69536      2.6897 9.92226e-05
        2698     2.69546      2.6897 9.92088e-05
        2699     2.69554      2.6897 9.91957e-05
        2700     2.69562     2.68971 9.91831e-05
        2701     2.69568     2.68971  9.9171e-05
        2702     2.69571     2.68971 9.91592e-05
        2703     2.69574     2.68971 9.91475e-05
        2704     2.69573     2.68972 9.91358e-05
        2705      2.6957     2.68972 9.91239e-05
        2706     2.69565     2.68972 9.91115e-05
        2707     2.69556     2.68972 9.90984e-05
        2708     2.69545     2.68972 9.90844e-05
        2709     2.69531     2.68973 9.90693e-05
        2710     2.69514     2.68973 9.90528e-05
        2711     2.69493     2.68973 9.90349e-05
        2712     2.69469     2.68973 9.90153e-05
        2713     2.69443     2.68973 9.89939e-05
        2714     2.69413     2.68974 9.89706e-05
        2715      2.6938     2.68974 9.89455e-05
        2716     2.69345     2.68974 9.89186e-05
        2717     2.69308     2.68974 9.88898e-05
        2718     2.69269     2.68974 9.88594e-05
        2719     2.69229     2.68974 9.88275e-05
        2720     2.69188     2.68974 9.87942e-05
        2721     2.69146     2.68974 9.87599e-05
        2722     2.69104     2.68974 9.87248e-05
        2723     2.69063     2.68974 9.86891e-05
        2724     2.69024     2.68974  9.8653e-05
        2725     2.68985     2.68974 9.86168e-05
        2726     2.68949     2.68974 9.85807e-05
        2727     2.68916     2.68974 9.85448e-05
        2728     2.68885     2.68974 9.85092e-05
        2729     2.68857     2.68974  9.8474e-05
        2730     2.68832     2.68974 9.84393e-05
        2731     2.68811     2.68974 9.84051e-05
        2732     2.68794     2.68974 9.83713e-05
        2733      2.6878     2.68974 9.83379e-05
        2734      2.6877     2.68974 9.83047e-05
        2735     2.68762     2.68974 9.82718e-05
        2736     2.68758     2.68974 9.82391e-05
        2737     2.68756     2.68974 9.82064e-05
        2738     2.68757     2.68974 9.81737e-05
        2739     2.68761     2.68974  9.8141e-05
        2740     2.68767     2.68974  9.8108e-05
        2741     2.68774     2.68973 9.80749e-05
        2742     2.68784     2.68973 9.80416e-05
        2743     2.68795     2.68973  9.8008e-05
        2744     2.68808     2.68973 9.79742e-05
        2745     2.68822     2.68973   9.794e-05
        2746     2.68837     2.68973 9.79056e-05
        2747     2.68852     2.68973  9.7871e-05
        2748     2.68868     2.68973 9.78361e-05
        2749     2.68884     2.68973  9.7801e-05
        2750     2.68901     2.68973 9.77658e-05
        2751     2.68919     2.68973 9.77305e-05
        2752     2.68936     2.68973 9.76951e-05
        2753     2.68952     2.68973 9.76596e-05
        2754     2.68968     2.68973 9.76242e-05
        2755     2.68984     2.68973 9.75887e-05
        2756        2.69     2.68973 9.75534e-05
        2757     2.69016     2.68973 9.75181e-05
        2758     2.69032     2.68973  9.7483e-05
        2759     2.69046     2.68973  9.7448e-05
        2760     2.69061     2.68973 9.74132e-05
        2761     2.69074     2.68973 9.73786e-05
        2762     2.69088     2.68973 9.73443e-05
        2763       2.691     2.68973 9.73101e-05
        2764     2.69112     2.68973 9.72762e-05
        2765     2.69124     2.68973 9.72426e-05
        2766     2.69134     2.68973 9.72091e-05
        2767     2.69144     2.68973  9.7176e-05
        2768     2.69154     2.68973 9.71431e-05
        2769     2.69163     2.68974 9.71104e-05
        2770     2.69171     2.68974 9.70779e-05
        2771     2.69178     2.68974 9.70457e-05
        2772     2.69185     2.68974 9.70137e-05
        2773     2.69192     2.68974 9.69819e-05
        2774     2.69197     2.68974 9.69502e-05
        2775     2.69202     2.68974 9.69188e-05
        2776     2.69207     2.68974 9.68875e-05
        2777      2.6921     2.68974 9.68564e-05
        2778     2.69213     2.68974 9.68253e-05
        2779     2.69216     2.68974 9.67944e-05
        2780     2.69218     2.68974 9.67635e-05
        2781      2.6922     2.68975 9.67328e-05
        2782     2.69221     2.68975 9.67021e-05
        2783     2.69222     2.68975 9.66714e-05
        2784     2.69222     2.68975 9.66407e-05
        2785     2.69222     2.68975 9.66101e-05
        2786     2.69222     2.68975 9.65795e-05
        2787     2.69222     2.68975 9.65489e-05
        2788     2.69221     2.68975 9.65183e-05
        2789      2.6922     2.68975 9.64877e-05
        2790     2.69218     2.68975 9.64571e-05
        2791     2.69217     2.68975 9.64264e-05
        2792     2.69216     2.68975 9.63957e-05
        2793     2.69214     2.68976  9.6365e-05
        2794     2.69212     2.68976 9.63342e-05
        2795     2.69211     2.68976 9.63034e-05
        2796     2.69209     2.68976 9.62726e-05
        2797     2.69207     2.68976 9.62417e-05
        2798     2.69206     2.68976 9.62108e-05
        2799     2.69204     2.68976 9.61799e-05
        2800     2.69202     2.68976  9.6149e-05
        2801     2.69201     2.68976  9.6118e-05
        2802     2.69199     2.68976  9.6087e-05
        2803     2.69198     2.68976 9.60559e-05
        2804     2.69196     2.68976 9.60249e-05
        2805     2.69194     2.68977 9.59938e-05
        2806     2.69193     2.68977 9.59627e-05
        2807     2.69192     2.68977 9.59315e-05
        2808      2.6919     2.68977 9.59004e-05
        2809     2.69189     2.68977 9.58692e-05
        2810     2.69188     2.68977 9.58381e-05
        2811     2.69186     2.68977 9.58069e-05
        2812     2.69185     2.68977 9.57756e-05
        2813     2.69183     2.68977 9.57444e-05
        2814     2.69182     2.68977 9.57131e-05
        2815     2.69181     2.68977 9.56819e-05
        2816      2.6918     2.68977 9.56506e-05
        2817     2.69179     2.68977 9.56193e-05
        2818     2.69179     2.68978 9.55881e-05
        2819     2.69179     2.68978 9.55568e-05
        2820     2.69178     2.68978 9.55256e-05
        2821     2.69178     2.68978 9.54944e-05
        2822     2.69178     2.68978 9.54632e-05
        2823     2.69179     2.68978  9.5432e-05
        2824      2.6918     2.68978 9.54009e-05
        2825     2.69181     2.68978 9.53699e-05
        2826     2.69182     2.68978 9.53388e-05
        2827     2.69184     2.68978 9.53079e-05
        2828     2.69186     2.68978  9.5277e-05
        2829     2.69189     2.68978 9.52463e-05
        2830     2.69191     2.68978 9.52156e-05
        2831     2.69194     2.68978  9.5185e-05
        2832     2.69198     2.68979 9.51545e-05
        2833     2.69202     2.68979 9.51242e-05
        2834     2.69205     2.68979  9.5094e-05
        2835      2.6921     2.68979  9.5064e-05
        2836     2.69215     2.68979 9.50341e-05
        2837     2.69219     2.68979 9.50044e-05
        2838     2.69224     2.68979 9.49748e-05
        2839     2.69229     2.68979 9.49455e-05
        2840     2.69235     2.68979 9.49163e-05
        2841     2.69239     2.68979 9.48873e-05
        2842     2.69244     2.68979 9.48585e-05
        2843     2.69248     2.68979 9.48298e-05
        2844     2.69252      2.6898 9.48013e-05
        2845     2.69256      2.6898  9.4773e-05
        2846     2.69259      2.6898 9.47448e-05
        2847     2.69261      2.6898 9.47166e-05
        2848     2.69262      2.6898 9.46885e-05
        2849     2.69262      2.6898 9.46605e-05
        2850     2.69261      2.6898 9.46324e-05
        2851     2.69258      2.6898 9.46042e-05
        2852     2.69255      2.6898 9.45759e-05
        2853      2.6925      2.6898 9.45475e-05
        2854     2.69244     2.68981 9.45189e-05
        2855     2.69237     2.68981   9.449e-05
        2856     2.69228     2.68981 9.44609e-05
        2857     2.69218     2.68981 9.44315e-05
        2858     2.69207     2.68981 9.44018e-05
        2859     2.69195     2.68981 9.43718e-05
        2860     2.69183     2.68981 9.43414e-05
        2861      2.6917     2.68981 9.43107e-05
        2862     2.69156     2.68981 9.42797e-05
        2863     2.69142     2.68981 9.42485e-05
        2864     2.69128     2.68981  9.4217e-05
        2865     2.69114     2.68981 9.41852e-05
        2866       2.691     2.68981 9.41533e-05
        2867     2.69087     2.68981 9.41211e-05
        2868     2.69074     2.68981 9.40889e-05
        2869     2.69062     2.68981 9.40565e-05
        2870     2.69052     2.68981  9.4024e-05
        2871     2.69042     2.68982 9.39915e-05
        2872     2.69034     2.68982  9.3959e-05
        2873     2.69027     2.68982 9.39264e-05
        2874     2.69022     2.68982 9.38938e-05
        2875     2.69019     2.68982 9.38613e-05
        2876     2.69018     2.68982 9.38287e-05
        2877     2.69018     2.68982 9.37962e-05
        2878     2.69019     2.68982 9.37637e-05
        2879     2.69021     2.68982 9.37312e-05
        2880     2.69025     2.68982 9.36988e-05
        2881     2.69031     2.68982 9.36664e-05
        2882     2.69038     2.68982 9.36341e-05
        2883     2.69046     2.68982 9.36019e-05
        2884     2.69055     2.68982 9.35698e-05
        2885     2.69065     2.68982 9.35378e-05
        2886     2.69076     2.68982  9.3506e-05
        2887     2.69087     2.68982 9.34743e-05
        2888     2.69098     2.68982 9.34428e-05
        2889     2.69111     2.68982 9.34115e-05
        2890     2.69124     2.68982 9.33805e-05
        2891     2.69138     2.68982 9.33497e-05
        2892     2.69152     2.68982 9.33193e-05
        2893     2.69165     2.68982 9.32892e-05
        2894      2.6918     2.68982 9.32595e-05
        2895     2.69194     2.68982 9.32301e-05
        2896     2.69209     2.68982 9.32012e-05
        2897     2.69224     2.68982 9.31728e-05
        2898     2.69239     2.68983 9.31448e-05
        2899     2.69254     2.68983 9.31174e-05
        2900     2.69269     2.68983 9.30905e-05
        2901     2.69283     2.68983 9.30642e-05
        2902     2.69298     2.68983 9.30385e-05
        2903     2.69312     2.68983 9.30133e-05
        2904     2.69327     2.68983 9.29888e-05
        2905     2.69339     2.68983 9.29649e-05
        2906     2.69352     2.68983 9.29416e-05
        2907     2.69364     2.68984 9.29188e-05
        2908     2.69375     2.68984 9.28966e-05
        2909     2.69386     2.68984  9.2875e-05
        2910     2.69395     2.68984 9.28538e-05
        2911     2.69404     2.68984 9.28331e-05
        2912     2.69411     2.68984 9.28128e-05
        2913     2.69416     2.68984 9.27928e-05
        2914     2.69421     2.68985  9.2773e-05
        2915     2.69424     2.68985 9.27535e-05
        2916     2.69426     2.68985  9.2734e-05
        2917     2.69426     2.68985 9.27145e-05
        2918     2.69424     2.68985  9.2695e-05
        2919      2.6942     2.68985 9.26752e-05
        2920     2.69414     2.68985 9.26551e-05
        2921     2.69407     2.68986 9.26346e-05
        2922     2.69398     2.68986 9.26136e-05
        2923     2.69387     2.68986 9.25921e-05
        2924     2.69375     2.68986   9.257e-05
        2925     2.69361     2.68986 9.25472e-05
        2926     2.69347     2.68986 9.25238e-05
        2927     2.69331     2.68986 9.24997e-05
        2928     2.69315     2.68986 9.24749e-05
        2929     2.69298     2.68987 9.24494e-05
        2930     2.69281     2.68987 9.24234e-05
        2931     2.69264     2.68987 9.23967e-05
        2932     2.69247     2.68987 9.23694e-05
        2933     2.69231     2.68987 9.23417e-05
        2934     2.69216     2.68987 9.23135e-05
        2935     2.69201     2.68987 9.22849e-05
        2936     2.69187     2.68987  9.2256e-05
        2937     2.69175     2.68987 9.22268e-05
        2938     2.69164     2.68987 9.21974e-05
        2939     2.69155     2.68987 9.21678e-05
        2940     2.69146     2.68987  9.2138e-05
        2941     2.69139     2.68987 9.21081e-05
        2942     2.69134     2.68988 9.20781e-05
        2943     2.69129     2.68988 9.20481e-05
        2944     2.69126     2.68988  9.2018e-05
        2945     2.69124     2.68988  9.1988e-05
        2946     2.69124     2.68988 9.19579e-05
        2947     2.69125     2.68988 9.19279e-05
        2948     2.69127     2.68988 9.18979e-05
        2949     2.69129     2.68988  9.1868e-05
        2950     2.69133     2.68988 9.18382e-05
        2951     2.69137     2.68988 9.18084e-05
        2952     2.69142     2.68988 9.17788e-05
        2953     2.69148     2.68988 9.17493e-05
        2954     2.69153     2.68988   9.172e-05
        2955     2.69159     2.68988 9.16908e-05
        2956     2.69165     2.68988 9.16617e-05
        2957     2.69171     2.68988 9.16328e-05
        2958     2.69176     2.68988  9.1604e-05
        2959     2.69181     2.68988 9.15754e-05
        2960     2.69186     2.68988 9.15469e-05
        2961      2.6919     2.68989 9.15185e-05
        2962     2.69194     2.68989 9.14902e-05
        2963     2.69197     2.68989 9.14621e-05
        2964       2.692     2.68989  9.1434e-05
        2965     2.69202     2.68989  9.1406e-05
        2966     2.69203     2.68989  9.1378e-05
        2967     2.69203     2.68989   9.135e-05
        2968     2.69202     2.68989 9.13221e-05
        2969       2.692     2.68989 9.12941e-05
        2970     2.69197     2.68989 9.12661e-05
        2971     2.69194     2.68989 9.12379e-05
        2972      2.6919     2.68989 9.12097e-05
        2973     2.69185     2.68989 9.11814e-05
        2974     2.69179     2.68989  9.1153e-05
        2975     2.69172      2.6899 9.11244e-05
        2976     2.69165      2.6899 9.10957e-05
        2977     2.69157      2.6899 9.10668e-05
        2978     2.69149      2.6899 9.10378e-05
        2979     2.69141      2.6899 9.10087e-05
        2980     2.69133      2.6899 9.09794e-05
        2981     2.69125      2.6899   9.095e-05
        2982     2.69117      2.6899 9.09205e-05
        2983      2.6911      2.6899 9.08909e-05
        2984     2.69103      2.6899 9.08612e-05
        2985     2.69096      2.6899 9.08315e-05
        2986      2.6909      2.6899 9.08017e-05
        2987     2.69085      2.6899 9.07719e-05
        2988     2.69081      2.6899  9.0742e-05
        2989     2.69076      2.6899 9.07121e-05
        2990     2.69074      2.6899 9.06822e-05
        2991     2.69072      2.6899 9.06523e-05
        2992     2.69072      2.6899 9.06224e-05
        2993     2.69072      2.6899 9.05925e-05
        2994     2.69072      2.6899 9.05627e-05
        2995     2.69074      2.6899 9.05329e-05
        2996     2.69076      2.6899 9.05031e-05
        2997      2.6908      2.6899 9.04734e-05
        2998     2.69084      2.6899 9.04438e-05
        2999     2.69089      2.6899 9.04142e-05
        3000     2.69095      2.6899 9.03847e-05
        3001     2.69102      2.6899 9.03554e-05
        3002      2.6911      2.6899 9.03262e-05
        3003     2.69118     2.68991 9.02971e-05
        3004     2.69127     2.68991 9.02682e-05
        3005     2.69137     2.68991 9.02395e-05
        3006     2.69147     2.68991 9.02109e-05
        3007     2.69158     2.68991 9.01827e-05
        3008     2.69169     2.68991 9.01546e-05
        3009     2.69181     2.68991 9.01269e-05
        3010     2.69193     2.68991 9.00994e-05
        3011     2.69206     2.68991 9.00723e-05
        3012     2.69219     2.68991 9.00456e-05
        3013     2.69232     2.68991 9.00193e-05
        3014     2.69246     2.68991 8.99933e-05
        3015     2.69259     2.68991 8.99679e-05
        3016     2.69273     2.68991 8.99429e-05
        3017     2.69287     2.68992 8.99184e-05
        3018       2.693     2.68992 8.98944e-05
        3019     2.69314     2.68992  8.9871e-05
        3020     2.69327     2.68992 8.98481e-05
        3021      2.6934     2.68992 8.98258e-05
        3022     2.69353     2.68992  8.9804e-05
        3023     2.69365     2.68992 8.97828e-05
        3024     2.69376     2.68992  8.9762e-05
        3025     2.69387     2.68992 8.97418e-05
        3026     2.69396     2.68993 8.97221e-05
        3027     2.69404     2.68993 8.97028e-05
        3028     2.69412     2.68993 8.96838e-05
        3029     2.69419     2.68993 8.96652e-05
        3030     2.69423     2.68993 8.96469e-05
        3031     2.69427     2.68993 8.96287e-05
        3032      2.6943     2.68993 8.96107e-05
        3033     2.69431     2.68994 8.95928e-05
        3034     2.69432     2.68994  8.9575e-05
        3035     2.69432     2.68994 8.95571e-05
        3036     2.69431     2.68994 8.95392e-05
        3037      2.6943     2.68994 8.95212e-05
        3038     2.69428     2.68994 8.95031e-05
        3039     2.69427     2.68994  8.9485e-05
        3040     2.69426     2.68995 8.94668e-05
        3041     2.69426     2.68995 8.94487e-05
        3042     2.69426     2.68995 8.94305e-05
        3043     2.69428     2.68995 8.94124e-05
        3044      2.6943     2.68995 8.93945e-05
        3045     2.69434     2.68995 8.93767e-05
        3046     2.69438     2.68995 8.93592e-05
        3047     2.69443     2.68996 8.93419e-05
        3048     2.69448     2.68996  8.9325e-05
        3049     2.69454     2.68996 8.93083e-05
        3050     2.69459     2.68996 8.92919e-05
        3051     2.69462     2.68996 8.92757e-05
        3052     2.69463     2.68996 8.92595e-05
        3053     2.69461     2.68996 8.92433e-05
        3054     2.69456     2.68997 8.92267e-05
        3055     2.69446     2.68997 8.92096e-05
        3056     2.69431     2.68997 8.91918e-05
        3057      2.6941     2.68997 8.91728e-05
        3058     2.69383     2.68997 8.91526e-05
        3059     2.69349     2.68997 8.91308e-05
        3060      2.6931     2.68997 8.91076e-05
        3061     2.69265     2.68998 8.90828e-05
        3062     2.69216     2.68998 8.90565e-05
        3063     2.69164     2.68998 8.90291e-05
        3064     2.69109     2.68998 8.90008e-05
        3065     2.69053     2.68998 8.89719e-05
        3066     2.68997     2.68998 8.89429e-05
        3067     2.68944     2.68998 8.89141e-05
        3068     2.68895     2.68998 8.88857e-05
        3069     2.68851     2.68998  8.8858e-05
        3070     2.68812     2.68998 8.88312e-05
        3071      2.6878     2.68997  8.8805e-05
        3072     2.68756     2.68997 8.87796e-05
        3073     2.68738     2.68997 8.87547e-05
        3074     2.68727     2.68997 8.87302e-05
        3075     2.68723     2.68997 8.87058e-05
        3076     2.68726     2.68997 8.86814e-05
        3077     2.68733     2.68997 8.86567e-05
        3078     2.68746     2.68997 8.86316e-05
        3079     2.68762     2.68997 8.86061e-05
        3080     2.68782     2.68997 8.85801e-05
        3081     2.68804     2.68997 8.85536e-05
        3082     2.68827     2.68997 8.85266e-05
        3083     2.68851     2.68997 8.84991e-05
        3084     2.68876     2.68997 8.84713e-05
        3085       2.689     2.68996 8.84431e-05
        3086     2.68924     2.68996 8.84148e-05
        3087     2.68947     2.68996 8.83863e-05
        3088     2.68968     2.68996 8.83577e-05
        3089     2.68989     2.68996 8.83291e-05
        3090     2.69008     2.68996 8.83006e-05
        3091     2.69025     2.68996  8.8272e-05
        3092     2.69041     2.68996 8.82436e-05
        3093     2.69056     2.68996 8.82153e-05
        3094     2.69068     2.68996 8.81871e-05
        3095      2.6908     2.68997  8.8159e-05
        3096     2.69089     2.68997  8.8131e-05
        3097     2.69098     2.68997 8.81032e-05
        3098     2.69106     2.68997 8.80755e-05
        3099     2.69113     2.68997 8.80478e-05
        3100     2.69118     2.68997 8.80203e-05
        3101     2.69123     2.68997 8.79929e-05
        3102     2.69127     2.68997 8.79655e-05
        3103      2.6913     2.68997 8.79382e-05
        3104     2.69133     2.68997  8.7911e-05
        3105     2.69135     2.68997 8.78838e-05
        3106     2.69137     2.68997 8.78566e-05
        3107     2.69139     2.68997 8.78295e-05
        3108      2.6914     2.68997 8.78025e-05
        3109     2.69141     2.68997 8.77755e-05
        3110     2.69142     2.68997 8.77485e-05
        3111     2.69143     2.68997 8.77215e-05
        3112     2.69144     2.68997 8.76946e-05
        3113     2.69146     2.68997 8.76677e-05
        3114     2.69147     2.68997 8.76409e-05
        3115     2.69149     2.68997 8.76141e-05
        3116     2.69151     2.68997 8.75874e-05
        3117     2.69151     2.68997 8.75607e-05
        3118     2.69152     2.68998  8.7534e-05
        3119     2.69154     2.68998 8.75074e-05
        3120     2.69156     2.68998 8.74808e-05
        3121     2.69158     2.68998 8.74543e-05
        3122      2.6916     2.68998 8.74278e-05
        3123     2.69162     2.68998 8.74014e-05
        3124     2.69164     2.68998 8.73751e-05
        3125     2.69167     2.68998 8.73488e-05
        3126     2.69169     2.68998 8.73226e-05
        3127     2.69172     2.68998 8.72964e-05
        3128     2.69174     2.68998 8.72703e-05
        3129     2.69176     2.68998 8.72443e-05
        3130     2.69179     2.68998 8.72183e-05
        3131     2.69181     2.68998 8.71924e-05
        3132     2.69184     2.68998 8.71666e-05
        3133     2.69187     2.68998 8.71409e-05
        3134      2.6919     2.68998 8.71152e-05
        3135     2.69192     2.68998 8.70896e-05
        3136     2.69194     2.68999 8.70641e-05
        3137     2.69196     2.68999 8.70386e-05
        3138     2.69198     2.68999 8.70132e-05
        3139     2.69201     2.68999 8.69879e-05
        3140     2.69203     2.68999 8.69626e-05
        3141     2.69205     2.68999 8.69374e-05
        3142     2.69207     2.68999 8.69122e-05
        3143     2.69208     2.68999 8.68871e-05
        3144      2.6921     2.68999 8.68621e-05
        3145     2.69211     2.68999 8.68371e-05
        3146     2.69213     2.68999 8.68121e-05
        3147     2.69214     2.68999 8.67872e-05
        3148     2.69215     2.68999 8.67624e-05
        3149     2.69217     2.68999 8.67376e-05
        3150     2.69218     2.68999 8.67128e-05
        3151     2.69219        2.69 8.66881e-05
        3152      2.6922        2.69 8.66634e-05
        3153      2.6922        2.69 8.66388e-05
        3154      2.6922        2.69 8.66141e-05
        3155      2.6922        2.69 8.65895e-05
        3156      2.6922        2.69 8.65649e-05
        3157     2.69221        2.69 8.65403e-05
        3158     2.69222        2.69 8.65157e-05
        3159     2.69222        2.69 8.64912e-05
        3160     2.69222        2.69 8.64667e-05
        3161     2.69223        2.69 8.64422e-05
        3162     2.69223        2.69 8.64177e-05
        3163     2.69222        2.69 8.63932e-05
        3164     2.69222        2.69 8.63688e-05
        3165     2.69222     2.69001 8.63443e-05
        3166     2.69222     2.69001 8.63199e-05
        3167     2.69221     2.69001 8.62955e-05
        3168     2.69221     2.69001  8.6271e-05
        3169     2.69221     2.69001 8.62466e-05
        3170      2.6922     2.69001 8.62221e-05
        3171     2.69219     2.69001 8.61977e-05
        3172     2.69219     2.69001 8.61733e-05
        3173     2.69219     2.69001 8.61489e-05
        3174     2.69218     2.69001 8.61244e-05
        3175     2.69218     2.69001    8.61e-05
        3176     2.69217     2.69001 8.60756e-05
        3177     2.69217     2.69001 8.60511e-05
