#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         181     2.69354     2.69206 6.59361e-05
         182     2.69364     2.69207 6.61406e-05
         183     2.69373     2.69208 6.64009e-05
         184     2.69383     2.69209  6.6718e-05
         185     2.69393      2.6921 6.71003e-05
         186     2.69405     2.69211 6.75575e-05
         187     2.69417     2.69212 6.80884e-05
         188     2.69428     2.69213 6.86946e-05
         189     2.69441     2.69214 6.93795e-05
         190     2.69453     2.69215 7.01402e-05
         191     2.69464     2.69217 7.09682e-05
         192     2.69474     2.69218 7.18539e-05
         193     2.69483     2.69219  7.2784e-05
         194     2.69491     2.69221 7.37417e-05
         195     2.69496     2.69222 7.47064e-05
         196       2.695     2.69224 7.56589e-05
         197     2.69501     2.69225 7.65729e-05
         198     2.69498     2.69226 7.74143e-05
         199     2.69491     2.69228 7.81586e-05
         200      2.6948     2.69229 7.87808e-05
         201     2.69465      2.6923 7.92601e-05
         202     2.69445     2.69231 7.95802e-05
         203     2.69421     2.69232 7.97363e-05
         204     2.69392     2.69233  7.9732e-05
         205      2.6936     2.69234 7.95832e-05
         206     2.69323     2.69234 7.93163e-05
         207     2.69283     2.69234 7.89683e-05
         208      2.6924     2.69234 7.85892e-05
         209     2.69196     2.69234 7.82348e-05
         210      2.6915     2.69234 7.79639e-05
         211     2.69105     2.69233  7.7833e-05
         212      2.6906     2.69232  7.7891e-05
         213     2.69018     2.69231 7.81741e-05
         214     2.68978      2.6923 7.87001e-05
         215     2.68941     2.69229  7.9474e-05
         216     2.68908     2.69227 8.04781e-05
         217      2.6888     2.69226 8.16818e-05
         218     2.68856     2.69224 8.30457e-05
         219     2.68837     2.69222 8.45203e-05
         220     2.68824      2.6922 8.60565e-05
         221     2.68814     2.69218 8.76097e-05
         222     2.68809     2.69217 8.91334e-05
         223     2.68808     2.69215 9.05947e-05
         224     2.68812     2.69213 9.19613e-05
         225     2.68818     2.69211  9.3215e-05
         226     2.68827      2.6921  9.4344e-05
         227     2.68838     2.69208 9.53373e-05
         228     2.68851     2.69206  9.6196e-05
         229     2.68866     2.69205 9.69184e-05
         230     2.68881     2.69203 9.75129e-05
         231     2.68897     2.69202 9.79864e-05
         232     2.68914     2.69201 9.83476e-05
         233     2.68931       2.692 9.86046e-05
         234     2.68948     2.69199 9.87677e-05
         235     2.68965     2.69198 9.88459e-05
         236     2.68981     2.69197 9.88511e-05
         237     2.68997     2.69196 9.87923e-05
         238     2.69011     2.69195 9.86813e-05
         239     2.69026     2.69194 9.85223e-05
         240     2.69039     2.69194 9.83237e-05
         241     2.69052     2.69193 9.80917e-05
         242     2.69065     2.69193 9.78299e-05
         243     2.69076     2.69192 9.75446e-05
         244     2.69088     2.69192  9.7239e-05
         245     2.69098     2.69191 9.69173e-05
         246     2.69108     2.69191 9.65826e-05
         247     2.69117     2.69191 9.62375e-05
         248     2.69126      2.6919 9.58849e-05
         249     2.69134      2.6919 9.55266e-05
         250     2.69142      2.6919 9.51641e-05
         251      2.6915      2.6919 9.47986e-05
         252     2.69156      2.6919 9.44319e-05
         253     2.69162      2.6919 9.40649e-05
         254     2.69168      2.6919 9.36985e-05
         255     2.69173     2.69189 9.33333e-05
         256     2.69178     2.69189 9.29699e-05
         257     2.69182     2.69189 9.26085e-05
         258     2.69186     2.69189 9.22497e-05
         259      2.6919     2.69189 9.18935e-05
         260     2.69194     2.69189 9.15402e-05
         261     2.69197     2.69189 9.11899e-05
         262       2.692     2.69189 9.08428e-05
         263     2.69203      2.6919 9.04988e-05
         264     2.69205      2.6919  9.0158e-05
         265     2.69207      2.6919 8.98202e-05
         266     2.69209      2.6919 8.94856e-05
         267     2.69211      2.6919  8.9154e-05
         268     2.69213      2.6919 8.88255e-05
         269     2.69214      2.6919 8.84998e-05
         270     2.69215      2.6919  8.8177e-05
         271     2.69216      2.6919 8.78569e-05
         272     2.69218      2.6919 8.75397e-05
         273     2.69218      2.6919  8.7225e-05
         274     2.69218      2.6919 8.69127e-05
         275     2.69219     2.69191 8.66027e-05
         276     2.69219     2.69191  8.6295e-05
         277     2.69219     2.69191 8.59893e-05
         278     2.69218     2.69191 8.56856e-05
         279     2.69217     2.69191 8.53837e-05
         280     2.69217     2.69191 8.50838e-05
         281     2.69216     2.69191 8.47855e-05
         282     2.69215     2.69191 8.44892e-05
         283     2.69214     2.69191 8.41946e-05
         284     2.69213     2.69191 8.39017e-05
         285     2.69212     2.69191 8.36105e-05
         286     2.69211     2.69192 8.33209e-05
         287      2.6921     2.69192 8.30329e-05
         288     2.69208     2.69192 8.27466e-05
         289     2.69206     2.69192 8.24619e-05
         290     2.69205     2.69192 8.21787e-05
         291     2.69203     2.69192 8.18972e-05
         292     2.69201     2.69192 8.16174e-05
         293     2.69199     2.69192 8.13392e-05
         294     2.69198     2.69192 8.10628e-05
         295     2.69196     2.69192 8.07881e-05
         296     2.69194     2.69192 8.05152e-05
         297     2.69192     2.69192 8.02441e-05
         298     2.69191     2.69192 7.99749e-05
         299     2.69189     2.69192 7.97074e-05
         300     2.69188     2.69192 7.94418e-05
         301     2.69187     2.69192 7.91781e-05
         302     2.69185     2.69192 7.89162e-05
         303     2.69185     2.69192 7.86562e-05
         304     2.69183     2.69192 7.83979e-05
         305     2.69182     2.69192 7.81415e-05
         306     2.69181     2.69192 7.78869e-05
         307     2.69181     2.69192 7.76341e-05
         308      2.6918     2.69192 7.73829e-05
         309      2.6918     2.69192 7.71335e-05
         310      2.6918     2.69192 7.68855e-05
         311      2.6918     2.69192 7.66392e-05
         312      2.6918     2.69192 7.63943e-05
         313     2.69181     2.69191  7.6151e-05
         314     2.69182     2.69191  7.5909e-05
         315     2.69183     2.69191 7.56686e-05
         316     2.69184     2.69191 7.54295e-05
         317     2.69185     2.69191 7.51918e-05
         318     2.69187     2.69191 7.49555e-05
         319     2.69189     2.69191 7.47206e-05
         320     2.69191     2.69191 7.44871e-05
         321     2.69193     2.69191  7.4255e-05
         322     2.69195     2.69191 7.40245e-05
         323     2.69198     2.69191 7.37956e-05
         324     2.69201     2.69191 7.35685e-05
         325     2.69204     2.69191 7.33431e-05
         326     2.69207     2.69192 7.31197e-05
         327      2.6921     2.69192 7.28983e-05
         328     2.69213     2.69192 7.26789e-05
         329     2.69215     2.69192 7.24616e-05
         330     2.69218     2.69192 7.22465e-05
         331     2.69222     2.69192 7.20339e-05
         332     2.69225     2.69192 7.18238e-05
         333     2.69228     2.69192 7.16162e-05
         334     2.69231     2.69192 7.14112e-05
         335     2.69234     2.69192 7.12088e-05
         336     2.69237     2.69192 7.10091e-05
         337      2.6924     2.69193 7.08123e-05
         338     2.69242     2.69193  7.0618e-05
         339     2.69245     2.69193 7.04265e-05
         340     2.69248     2.69193 7.02377e-05
         341      2.6925     2.69193 7.00515e-05
         342     2.69251     2.69193 6.98671e-05
         343     2.69253     2.69194 6.96848e-05
         344     2.69254     2.69194 6.95044e-05
         345     2.69255     2.69194 6.93257e-05
         346     2.69256     2.69194 6.91486e-05
         347     2.69257     2.69194 6.89727e-05
         348     2.69256     2.69194 6.87977e-05
         349     2.69256     2.69195 6.86232e-05
         350     2.69255     2.69195 6.84492e-05
         351     2.69255     2.69195 6.82754e-05
         352     2.69254     2.69195 6.81019e-05
         353     2.69252     2.69195 6.79282e-05
         354      2.6925     2.69195  6.7754e-05
         355     2.69248     2.69196 6.75796e-05
         356     2.69247     2.69196  6.7405e-05
         357     2.69244     2.69196   6.723e-05
         358     2.69242     2.69196 6.70547e-05
         359      2.6924     2.69196 6.68792e-05
         360     2.69239     2.69196 6.67038e-05
         361     2.69236     2.69196 6.65283e-05
         362     2.69234     2.69196 6.63526e-05
         363     2.69232     2.69197 6.61769e-05
         364      2.6923     2.69197 6.60014e-05
         365     2.69228     2.69197 6.58261e-05
         366     2.69226     2.69197  6.5651e-05
         367     2.69224     2.69197 6.54764e-05
         368     2.69223     2.69197 6.53024e-05
         369     2.69222     2.69197 6.51288e-05
         370      2.6922     2.69197 6.49558e-05
         371     2.69219     2.69197 6.47834e-05
         372     2.69218     2.69197 6.46117e-05
         373     2.69217     2.69197 6.44406e-05
         374     2.69217     2.69197 6.42704e-05
         375     2.69217     2.69197 6.41011e-05
         376     2.69216     2.69197 6.39326e-05
         377     2.69216     2.69197 6.37649e-05
         378     2.69216     2.69198 6.35981e-05
         379     2.69216     2.69198 6.34322e-05
         380     2.69217     2.69198 6.32673e-05
         381     2.69217     2.69198 6.31033e-05
         382     2.69218     2.69198 6.29403e-05
         383     2.69219     2.69198 6.27783e-05
         384     2.69219     2.69198 6.26173e-05
         385     2.69219     2.69198 6.24572e-05
         386     2.69219     2.69198 6.22977e-05
         387     2.69218     2.69198  6.2139e-05
         388     2.69218     2.69198  6.1981e-05
         389     2.69218     2.69198 6.18237e-05
         390     2.69216     2.69198  6.1667e-05
         391     2.69215     2.69198 6.15108e-05
         392     2.69213     2.69198  6.1355e-05
         393      2.6921     2.69198 6.11996e-05
         394     2.69207     2.69198 6.10447e-05
         395     2.69204     2.69198 6.08903e-05
         396     2.69199     2.69198 6.07366e-05
         397     2.69194     2.69198 6.05837e-05
         398     2.69189     2.69198 6.04319e-05
         399     2.69183     2.69198 6.02816e-05
         400     2.69176     2.69198 6.01334e-05
         401     2.69169     2.69198 5.99879e-05
         402     2.69161     2.69198 5.98457e-05
         403     2.69153     2.69198 5.97077e-05
         404     2.69145     2.69198 5.95745e-05
         405     2.69136     2.69198 5.94472e-05
         406     2.69126     2.69197 5.93266e-05
         407     2.69117     2.69197 5.92133e-05
         408     2.69108     2.69197 5.91084e-05
         409     2.69099     2.69197 5.90124e-05
         410      2.6909     2.69197 5.89259e-05
         411     2.69081     2.69196 5.88494e-05
         412     2.69073     2.69196 5.87827e-05
         413     2.69065     2.69196 5.87258e-05
         414     2.69058     2.69195 5.86785e-05
         415     2.69051     2.69195 5.86401e-05
         416     2.69045     2.69195 5.86101e-05
         417      2.6904     2.69194 5.85869e-05
         418     2.69035     2.69194 5.85705e-05
         419     2.69031     2.69193 5.85589e-05
         420     2.69029     2.69193 5.85502e-05
         421     2.69027     2.69193 5.85441e-05
         422     2.69026     2.69192 5.85388e-05
         423     2.69025     2.69192 5.85333e-05
         424     2.69026     2.69191 5.85264e-05
         425     2.69026     2.69191 5.85175e-05
         426     2.69028     2.69191 5.85053e-05
         427      2.6903      2.6919 5.84893e-05
         428     2.69033      2.6919 5.84685e-05
         429     2.69037      2.6919 5.84409e-05
         430     2.69041     2.69189 5.84076e-05
         431     2.69045     2.69189 5.83685e-05
         432     2.69049     2.69189  5.8323e-05
         433     2.69054     2.69188 5.82711e-05
         434      2.6906     2.69188 5.82123e-05
         435     2.69065     2.69188 5.81471e-05
         436      2.6907     2.69187 5.80762e-05
         437     2.69076     2.69187 5.79997e-05
         438     2.69081     2.69187 5.79178e-05
         439     2.69086     2.69187 5.78313e-05
         440     2.69092     2.69186 5.77398e-05
         441     2.69098     2.69186  5.7644e-05
         442     2.69104     2.69186  5.7544e-05
         443     2.69109     2.69186 5.74403e-05
         444     2.69115     2.69186 5.73332e-05
         445     2.69121     2.69186  5.7223e-05
         446     2.69126     2.69185 5.71102e-05
         447     2.69132     2.69185 5.69952e-05
         448     2.69137     2.69185  5.6878e-05
         449     2.69143     2.69185 5.67592e-05
         450     2.69149     2.69185 5.66389e-05
         451     2.69155     2.69185 5.65173e-05
         452     2.69161     2.69185 5.63949e-05
         453     2.69166     2.69185 5.62719e-05
         454     2.69172     2.69185 5.61487e-05
         455     2.69178     2.69185 5.60255e-05
         456     2.69184     2.69185 5.59026e-05
         457     2.69189     2.69185 5.57804e-05
         458     2.69195     2.69185 5.56591e-05
         459     2.69201     2.69185 5.55389e-05
         460     2.69208     2.69185 5.54204e-05
         461     2.69214     2.69185 5.53039e-05
         462      2.6922     2.69185 5.51895e-05
         463     2.69227     2.69185 5.50777e-05
         464     2.69234     2.69185  5.4969e-05
         465     2.69241     2.69185 5.48638e-05
         466     2.69248     2.69186 5.47624e-05
         467     2.69255     2.69186 5.46653e-05
         468     2.69262     2.69186 5.45729e-05
         469      2.6927     2.69186 5.44857e-05
         470     2.69277     2.69186  5.4404e-05
         471     2.69284     2.69186 5.43279e-05
         472     2.69291     2.69187 5.42578e-05
         473     2.69298     2.69187 5.41941e-05
         474     2.69305     2.69187 5.41368e-05
         475     2.69311     2.69187 5.40857e-05
         476     2.69317     2.69188  5.4041e-05
         477     2.69323     2.69188 5.40019e-05
         478     2.69328     2.69188  5.3968e-05
         479     2.69332     2.69189 5.39387e-05
         480     2.69336     2.69189 5.39132e-05
         481     2.69338     2.69189 5.38905e-05
         482      2.6934      2.6919 5.38691e-05
         483      2.6934      2.6919  5.3848e-05
         484      2.6934      2.6919 5.38256e-05
         485     2.69338      2.6919 5.38005e-05
         486     2.69335     2.69191 5.37717e-05
         487      2.6933     2.69191 5.37378e-05
         488     2.69324     2.69191 5.36971e-05
         489     2.69317     2.69192 5.36489e-05
         490     2.69309     2.69192 5.35926e-05
         491     2.69299     2.69192 5.35276e-05
         492     2.69288     2.69192  5.3454e-05
         493     2.69275     2.69192 5.33722e-05
         494     2.69263     2.69193 5.32833e-05
         495      2.6925     2.69193 5.31883e-05
         496     2.69236     2.69193 5.30883e-05
         497     2.69223     2.69193 5.29849e-05
         498     2.69208     2.69193 5.28795e-05
         499     2.69195     2.69193 5.27735e-05
         500     2.69183     2.69193 5.26683e-05
         501     2.69171     2.69193 5.25651e-05
         502     2.69159     2.69193 5.24646e-05
         503      2.6915     2.69193 5.23673e-05
         504     2.69141     2.69193 5.22734e-05
         505     2.69134     2.69192 5.21826e-05
         506     2.69128     2.69192 5.20949e-05
         507     2.69124     2.69192 5.20095e-05
         508     2.69122     2.69192 5.19253e-05
         509     2.69121     2.69192 5.18417e-05
         510     2.69123     2.69192 5.17578e-05
         511     2.69125     2.69192 5.16729e-05
         512     2.69129     2.69191 5.15865e-05
         513     2.69134     2.69191 5.14981e-05
         514      2.6914     2.69191 5.14075e-05
         515     2.69147     2.69191 5.13148e-05
         516     2.69155     2.69191 5.12201e-05
         517     2.69163     2.69191 5.11239e-05
         518     2.69172     2.69191 5.10266e-05
         519      2.6918     2.69191 5.09287e-05
         520     2.69189     2.69191 5.08308e-05
         521     2.69197     2.69191 5.07334e-05
         522     2.69205     2.69191 5.06369e-05
         523     2.69213     2.69191 5.05418e-05
         524     2.69219     2.69191 5.04482e-05
         525     2.69225     2.69191 5.03562e-05
         526     2.69229     2.69191 5.02656e-05
         527     2.69232     2.69191 5.01761e-05
         528     2.69233     2.69191 5.00873e-05
         529     2.69234     2.69191  4.9999e-05
         530     2.69232     2.69192 4.99105e-05
         531     2.69229     2.69192 4.98214e-05
         532     2.69224     2.69192 4.97315e-05
         533     2.69218     2.69192 4.96406e-05
         534      2.6921     2.69192 4.95488e-05
         535     2.69201     2.69192 4.94565e-05
         536     2.69191     2.69192 4.93642e-05
         537      2.6918     2.69192 4.92727e-05
         538     2.69168     2.69192 4.91831e-05
         539     2.69155     2.69192 4.90964e-05
         540     2.69142     2.69192  4.9014e-05
         541     2.69129     2.69191 4.89371e-05
         542     2.69115     2.69191 4.88669e-05
         543     2.69102     2.69191 4.88047e-05
         544     2.69088     2.69191 4.87518e-05
         545     2.69075     2.69191  4.8709e-05
         546     2.69062     2.69191 4.86766e-05
         547     2.69051      2.6919 4.86548e-05
         548     2.69039      2.6919 4.86437e-05
         549     2.69029      2.6919 4.86431e-05
         550      2.6902     2.69189 4.86519e-05
         551     2.69013     2.69189 4.86692e-05
         552     2.69006     2.69189 4.86939e-05
         553     2.69001     2.69188 4.87246e-05
         554     2.68996     2.69188   4.876e-05
         555     2.68993     2.69188 4.87985e-05
         556     2.68991     2.69187 4.88394e-05
         557      2.6899     2.69187 4.88807e-05
         558      2.6899     2.69187  4.8921e-05
         559      2.6899     2.69186 4.89594e-05
         560     2.68993     2.69186  4.8994e-05
         561     2.68995     2.69186 4.90245e-05
         562     2.68999     2.69185 4.90499e-05
         563     2.69003     2.69185 4.90695e-05
         564     2.69007     2.69185 4.90833e-05
         565     2.69013     2.69184 4.90904e-05
         566     2.69019     2.69184 4.90905e-05
         567     2.69025     2.69184  4.9084e-05
         568     2.69032     2.69183 4.90701e-05
         569     2.69039     2.69183 4.90491e-05
         570     2.69047     2.69183 4.90216e-05
         571     2.69054     2.69183 4.89879e-05
         572     2.69062     2.69183 4.89478e-05
         573      2.6907     2.69182 4.89016e-05
         574     2.69078     2.69182 4.88503e-05
         575     2.69086     2.69182 4.87938e-05
         576     2.69095     2.69182 4.87327e-05
         577     2.69103     2.69182 4.86675e-05
         578     2.69111     2.69182 4.85985e-05
         579      2.6912     2.69181  4.8526e-05
         580     2.69129     2.69181 4.84506e-05
         581     2.69138     2.69181 4.83729e-05
         582     2.69147     2.69181 4.82934e-05
         583     2.69157     2.69181 4.82124e-05
         584     2.69166     2.69181 4.81305e-05
         585     2.69176     2.69181 4.80484e-05
         586     2.69185     2.69181 4.79664e-05
         587     2.69195     2.69181 4.78853e-05
         588     2.69205     2.69181 4.78055e-05
         589     2.69215     2.69181 4.77278e-05
         590     2.69226     2.69181 4.76529e-05
         591     2.69236     2.69181 4.75813e-05
         592     2.69247     2.69182 4.75139e-05
         593     2.69259     2.69182 4.74516e-05
         594      2.6927     2.69182 4.73951e-05
         595     2.69282     2.69182 4.73451e-05
         596     2.69293     2.69182 4.73026e-05
         597     2.69306     2.69182 4.72687e-05
         598     2.69318     2.69183 4.72441e-05
         599     2.69331     2.69183 4.72299e-05
         600     2.69344     2.69183 4.72271e-05
         601     2.69356     2.69183 4.72364e-05
         602     2.69369     2.69184 4.72588e-05
         603     2.69383     2.69184 4.72954e-05
         604     2.69396     2.69184 4.73468e-05
         605     2.69409     2.69185 4.74142e-05
         606     2.69423     2.69185 4.74982e-05
         607     2.69436     2.69186 4.75997e-05
         608     2.69449     2.69186 4.77185e-05
         609     2.69463     2.69187 4.78557e-05
         610     2.69475     2.69187 4.80106e-05
         611     2.69487     2.69187 4.81831e-05
         612     2.69499     2.69188 4.83722e-05
         613     2.69509     2.69189 4.85754e-05
         614     2.69519     2.69189  4.8793e-05
         615     2.69527      2.6919 4.90218e-05
         616     2.69534      2.6919 4.92603e-05
         617      2.6954     2.69191 4.95054e-05
         618     2.69544     2.69191 4.97541e-05
         619     2.69546     2.69192 5.00031e-05
         620     2.69547     2.69192 5.02493e-05
         621     2.69546     2.69193 5.04896e-05
         622     2.69542     2.69194 5.07199e-05
         623     2.69536     2.69194 5.09352e-05
         624     2.69527     2.69195 5.11319e-05
         625     2.69516     2.69195 5.13073e-05
         626     2.69502     2.69196 5.14589e-05
         627     2.69486     2.69196 5.15849e-05
         628     2.69467     2.69197 5.16834e-05
         629     2.69446     2.69197 5.17534e-05
         630     2.69423     2.69197 5.17953e-05
         631     2.69397     2.69198 5.18102e-05
         632      2.6937     2.69198 5.18002e-05
         633     2.69341     2.69198 5.17678e-05
         634     2.69311     2.69198 5.17168e-05
         635      2.6928     2.69198 5.16511e-05
         636     2.69247     2.69199 5.15757e-05
         637     2.69215     2.69199 5.14954e-05
         638     2.69182     2.69199 5.14153e-05
         639     2.69149     2.69198 5.13407e-05
         640     2.69117     2.69198 5.12763e-05
         641     2.69086     2.69198 5.12264e-05
         642     2.69055     2.69198 5.11948e-05
         643     2.69027     2.69198 5.11842e-05
         644        2.69     2.69197 5.11965e-05
         645     2.68975     2.69197 5.12326e-05
         646     2.68952     2.69197  5.1293e-05
         647     2.68932     2.69196 5.13767e-05
         648     2.68914     2.69196  5.1482e-05
         649     2.68898     2.69195 5.16069e-05
         650     2.68884     2.69195 5.17488e-05
         651     2.68873     2.69194 5.19048e-05
         652     2.68865     2.69194 5.20709e-05
         653     2.68858     2.69193 5.22448e-05
         654     2.68853     2.69193  5.2424e-05
         655      2.6885     2.69192 5.26042e-05
         656      2.6885     2.69192 5.27821e-05
         657     2.68851     2.69191 5.29557e-05
         658     2.68854     2.69191 5.31222e-05
         659     2.68859      2.6919   5.328e-05
         660     2.68864      2.6919 5.34273e-05
         661     2.68872     2.69189 5.35622e-05
         662      2.6888     2.69189  5.3684e-05
         663      2.6889     2.69188 5.37916e-05
         664       2.689     2.69188 5.38859e-05
         665     2.68911     2.69187 5.39656e-05
         666     2.68923     2.69187 5.40304e-05
         667     2.68935     2.69187  5.4081e-05
         668     2.68948     2.69186  5.4118e-05
         669      2.6896     2.69186 5.41423e-05
         670     2.68974     2.69186 5.41542e-05
