#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
        1405     2.98385     2.99708 0.000853871
        1406     2.98243     2.99707 0.000853327
        1407     2.98108     2.99705 0.000852796
        1408      2.9798     2.99704 0.000852279
        1409     2.97858     2.99703 0.000851774
        1410     2.97744     2.99701 0.000851284
        1411     2.97637       2.997 0.000850806
        1412     2.97539     2.99698 0.000850341
        1413     2.97448     2.99697 0.000849889
        1414     2.97366     2.99695 0.000849447
        1415     2.97292     2.99694 0.000849017
        1416     2.97226     2.99692 0.000848596
        1417     2.97168      2.9969 0.000848184
        1418     2.97116     2.99688  0.00084778
        1419     2.97071     2.99686 0.000847383
        1420     2.97031     2.99684 0.000846993
        1421     2.96997     2.99683 0.000846608
        1422     2.96966     2.99681 0.000846228
        1423     2.96937     2.99679 0.000845853
        1424     2.96911     2.99677 0.000845482
        1425     2.96885     2.99675 0.000845116
        1426     2.96858     2.99673 0.000844754
        1427      2.9683     2.99671 0.000844397
        1428     2.96799     2.99669 0.000844045
        1429     2.96763     2.99667 0.000843699
        1430     2.96722     2.99665  0.00084336
        1431     2.96675     2.99663  0.00084303
        1432      2.9662     2.99661 0.000842709
        1433     2.96558     2.99658 0.000842399
        1434     2.96487     2.99656 0.000842102
        1435     2.96406     2.99654 0.000841819
        1436     2.96317     2.99652 0.000841554
        1437     2.96218     2.99649 0.000841307
        1438      2.9611     2.99647 0.000841082
        1439     2.95994     2.99644  0.00084088
        1440     2.95871     2.99642 0.000840705
        1441     2.95741     2.99639 0.000840557
        1442     2.95606     2.99636 0.000840439
        1443     2.95468     2.99633 0.000840353
        1444     2.95328      2.9963   0.0008403
        1445      2.9519     2.99627  0.00084028
        1446     2.95056     2.99624 0.000840293
        1447     2.94928     2.99621 0.000840339
        1448     2.94808     2.99617 0.000840416
        1449     2.94701     2.99614  0.00084052
        1450     2.94608     2.99611 0.000840649
        1451     2.94532     2.99607 0.000840799
        1452     2.94475     2.99604 0.000840962
        1453     2.94439       2.996 0.000841134
        1454     2.94426     2.99596 0.000841308
        1455     2.94437     2.99593 0.000841477
        1456     2.94473     2.99589 0.000841634
        1457     2.94533     2.99586 0.000841771
        1458     2.94619     2.99582 0.000841883
        1459     2.94728     2.99579 0.000841963
        1460     2.94859     2.99576 0.000842007
        1461     2.95012     2.99573  0.00084201
        1462     2.95183      2.9957 0.000841969
        1463     2.95371     2.99567 0.000841882
        1464     2.95572     2.99564  0.00084175
        1465     2.95784     2.99562  0.00084157
        1466     2.96005     2.99559 0.000841346
        1467     2.96231     2.99557 0.000841078
        1468     2.96459     2.99555  0.00084077
        1469     2.96689     2.99553 0.000840424
        1470     2.96916     2.99551 0.000840044
        1471     2.97139     2.99549 0.000839633
        1472     2.97356     2.99548 0.000839195
        1473     2.97565     2.99547 0.000838733
        1474     2.97765     2.99545 0.000838251
        1475     2.97955     2.99544 0.000837752
        1476     2.98134     2.99543 0.000837239
        1477     2.98301     2.99542 0.000836714
        1478     2.98457     2.99542 0.000836181
        1479       2.986     2.99541 0.000835639
        1480     2.98731     2.99541 0.000835093
        1481     2.98851      2.9954 0.000834542
        1482     2.98958      2.9954 0.000833988
        1483     2.99055     2.99539 0.000833432
        1484     2.99141     2.99539 0.000832875
        1485     2.99217     2.99539 0.000832317
        1486     2.99285     2.99539 0.000831758
        1487     2.99343     2.99539   0.0008312
        1488     2.99395     2.99538 0.000830642
        1489      2.9944     2.99538 0.000830084
        1490     2.99479     2.99538 0.000829527
        1491     2.99513     2.99538 0.000828971
        1492     2.99543     2.99538 0.000828415
        1493      2.9957     2.99538 0.000827861
        1494     2.99595     2.99538 0.000827306
        1495     2.99619     2.99538 0.000826753
        1496     2.99642     2.99539 0.000826201
        1497     2.99666     2.99539 0.000825649
        1498      2.9969     2.99539 0.000825099
        1499     2.99716     2.99539 0.000824549
        1500     2.99744     2.99539 0.000824001
        1501     2.99774     2.99539 0.000823453
        1502     2.99808     2.99539 0.000822907
        1503     2.99845      2.9954 0.000822362
        1504     2.99887      2.9954 0.000821818
        1505     2.99932      2.9954 0.000821277
        1506     2.99981      2.9954 0.000820736
        1507     3.00034     2.99541 0.000820198
        1508     3.00092     2.99541 0.000819663
        1509     3.00154     2.99541 0.000819129
        1510      3.0022     2.99542 0.000818599
        1511      3.0029     2.99542 0.000818073
        1512     3.00363     2.99543  0.00081755
        1513      3.0044     2.99544 0.000817031
        1514      3.0052     2.99544 0.000816517
        1515     3.00603     2.99545 0.000816007
        1516     3.00687     2.99546 0.000815504
        1517     3.00774     2.99546 0.000815007
        1518     3.00862     2.99547 0.000814516
        1519     3.00951     2.99548 0.000814032
        1520      3.0104     2.99549 0.000813556
        1521      3.0113      2.9955 0.000813087
        1522     3.01219     2.99551 0.000812627
        1523     3.01307     2.99552 0.000812175
        1524     3.01394     2.99554 0.000811732
        1525      3.0148     2.99555 0.000811298
        1526     3.01563     2.99556 0.000810873
        1527     3.01645     2.99558 0.000810457
        1528     3.01724     2.99559 0.000810051
        1529       3.018     2.99561 0.000809654
        1530     3.01873     2.99562 0.000809266
        1531     3.01943     2.99564 0.000808886
        1532      3.0201     2.99565 0.000808516
        1533     3.02073     2.99567 0.000808154
        1534     3.02133     2.99568   0.0008078
        1535     3.02189      2.9957 0.000807454
        1536     3.02241     2.99572 0.000807116
        1537     3.02289     2.99574 0.000806784
        1538     3.02334     2.99575 0.000806459
        1539     3.02374     2.99577  0.00080614
        1540     3.02412     2.99579 0.000805827
        1541     3.02445     2.99581 0.000805519
        1542     3.02475     2.99583 0.000805215
        1543     3.02501     2.99585 0.000804915
        1544     3.02524     2.99587 0.000804619
        1545     3.02544     2.99589 0.000804326
        1546     3.02561     2.99591 0.000804035
        1547     3.02575     2.99592 0.000803747
        1548     3.02586     2.99594  0.00080346
        1549     3.02595     2.99596 0.000803175
        1550     3.02601     2.99598 0.000802891
        1551     3.02604       2.996 0.000802607
        1552     3.02606     2.99602 0.000802324
        1553     3.02606     2.99604  0.00080204
        1554     3.02603     2.99606 0.000801756
        1555       3.026     2.99608 0.000801472
        1556     3.02594      2.9961 0.000801186
        1557     3.02587     2.99612   0.0008009
        1558      3.0258     2.99614 0.000800612
        1559      3.0257     2.99616 0.000800323
        1560      3.0256     2.99617 0.000800033
        1561      3.0255     2.99619 0.000799741
        1562     3.02538     2.99621 0.000799447
        1563     3.02525     2.99623 0.000799152
        1564     3.02512     2.99625 0.000798854
        1565     3.02498     2.99627 0.000798555
        1566     3.02484     2.99629 0.000798253
        1567     3.02469      2.9963  0.00079795
        1568     3.02454     2.99632 0.000797644
        1569     3.02438     2.99634 0.000797336
        1570     3.02421     2.99636 0.000797025
        1571     3.02403     2.99637 0.000796713
        1572     3.02385     2.99639 0.000796398
        1573     3.02366     2.99641  0.00079608
        1574     3.02347     2.99643  0.00079576
        1575     3.02326     2.99644 0.000795437
        1576     3.02304     2.99646 0.000795111
        1577     3.02281     2.99648 0.000794783
        1578     3.02257     2.99649 0.000794451
        1579     3.02231     2.99651 0.000794116
        1580     3.02204     2.99653 0.000793778
        1581     3.02175     2.99654 0.000793436
        1582     3.02144     2.99656 0.000793091
        1583     3.02112     2.99657 0.000792741
        1584     3.02077     2.99659 0.000792388
        1585     3.02041      2.9966 0.000792031
        1586     3.02002     2.99662 0.000791669
        1587     3.01961     2.99663 0.000791303
        1588     3.01917     2.99665 0.000790931
        1589     3.01871     2.99666 0.000790556
        1590     3.01822     2.99667 0.000790175
        1591     3.01771     2.99669 0.000789789
        1592     3.01717      2.9967 0.000789397
        1593     3.01661     2.99671 0.000789001
        1594     3.01602     2.99673 0.000788599
        1595      3.0154     2.99674 0.000788191
        1596     3.01476     2.99675 0.000787778
        1597      3.0141     2.99676  0.00078736
        1598     3.01341     2.99677 0.000786936
        1599     3.01271     2.99678 0.000786507
        1600     3.01198     2.99679 0.000786073
        1601     3.01124      2.9968 0.000785634
        1602     3.01048     2.99681  0.00078519
        1603     3.00971     2.99682 0.000784741
        1604     3.00893     2.99682 0.000784288
        1605     3.00814     2.99683 0.000783831
        1606     3.00736     2.99684 0.000783371
        1607     3.00657     2.99684 0.000782907
        1608     3.00579     2.99685  0.00078244
        1609     3.00503     2.99685  0.00078197
        1610     3.00427     2.99686 0.000781498
        1611     3.00354     2.99686 0.000781024
        1612     3.00283     2.99687 0.000780548
        1613     3.00215     2.99687 0.000780071
        1614      3.0015     2.99687 0.000779593
        1615     3.00089     2.99687 0.000779114
        1616     3.00033     2.99688 0.000778635
        1617     2.99981     2.99688 0.000778155
        1618     2.99935     2.99688 0.000777676
        1619     2.99894     2.99688 0.000777197
        1620      2.9986     2.99688 0.000776718
        1621     2.99833     2.99688 0.000776239
        1622     2.99812     2.99688 0.000775761
        1623     2.99798     2.99688 0.000775283
        1624     2.99792     2.99688 0.000774806
        1625     2.99794     2.99689 0.000774329
        1626     2.99803     2.99689 0.000773854
        1627     2.99821     2.99689 0.000773378
        1628     2.99846     2.99689 0.000772904
        1629      2.9988     2.99689  0.00077243
        1630     2.99922     2.99689 0.000771958
        1631     2.99972     2.99689 0.000771486
        1632      3.0003     2.99689 0.000771017
        1633     3.00095      2.9969 0.000770548
        1634     3.00168      2.9969 0.000770082
        1635     3.00249      2.9969 0.000769619
        1636     3.00336     2.99691 0.000769159
        1637      3.0043     2.99691 0.000768702
        1638      3.0053     2.99692  0.00076825
        1639     3.00636     2.99692 0.000767803
        1640     3.00748     2.99693 0.000767362
        1641     3.00865     2.99694 0.000766927
        1642     3.00986     2.99694 0.000766501
        1643     3.01112     2.99695 0.000766083
        1644     3.01242     2.99696 0.000765674
        1645     3.01374     2.99697 0.000765277
        1646      3.0151     2.99698 0.000764891
        1647     3.01648       2.997 0.000764518
        1648     3.01787     2.99701 0.000764159
        1649     3.01929     2.99702 0.000763815
        1650     3.02071     2.99704 0.000763487
        1651     3.02214     2.99705 0.000763176
        1652     3.02356     2.99707 0.000762883
        1653     3.02499     2.99708 0.000762608
        1654     3.02641      2.9971 0.000762353
        1655     3.02781     2.99712 0.000762119
        1656     3.02921     2.99714 0.000761905
        1657     3.03058     2.99716 0.000761712
        1658     3.03193     2.99718 0.000761541
        1659     3.03326      2.9972 0.000761393
        1660     3.03455     2.99722 0.000761266
        1661     3.03582     2.99725 0.000761163
        1662     3.03705     2.99727 0.000761081
        1663     3.03824      2.9973 0.000761022
        1664      3.0394     2.99732 0.000760985
        1665     3.04051     2.99735  0.00076097
        1666     3.04157     2.99737 0.000760976
        1667     3.04258      2.9974 0.000761003
        1668     3.04355     2.99743 0.000761049
        1669     3.04446     2.99746 0.000761115
        1670     3.04532     2.99749 0.000761199
        1671     3.04612     2.99752 0.000761299
        1672     3.04686     2.99754 0.000761416
        1673     3.04754     2.99757 0.000761547
        1674     3.04815      2.9976 0.000761691
        1675      3.0487     2.99764 0.000761847
        1676     3.04918     2.99767 0.000762013
        1677      3.0496      2.9977 0.000762187
        1678     3.04994     2.99773 0.000762369
        1679     3.05021     2.99776 0.000762555
        1680      3.0504     2.99779 0.000762745
        1681     3.05052     2.99782 0.000762936
        1682     3.05056     2.99785 0.000763126
        1683     3.05051     2.99788 0.000763314
        1684     3.05039     2.99792 0.000763497
        1685     3.05017     2.99795 0.000763673
        1686     3.04988     2.99798 0.000763841
        1687     3.04949     2.99801 0.000763999
        1688     3.04902     2.99804 0.000764143
        1689     3.04845     2.99807 0.000764274
        1690     3.04779      2.9981 0.000764387
        1691     3.04703     2.99813 0.000764483
        1692     3.04618     2.99816 0.000764559
        1693     3.04523     2.99818 0.000764612
        1694     3.04419     2.99821 0.000764643
        1695     3.04304     2.99824 0.000764649
        1696     3.04179     2.99826  0.00076463
        1697     3.04044     2.99829 0.000764583
        1698       3.039     2.99831 0.000764508
        1699     3.03745     2.99833 0.000764405
        1700      3.0358     2.99836 0.000764273
        1701     3.03405     2.99838 0.000764112
        1702     3.03221      2.9984 0.000763922
        1703     3.03027     2.99842 0.000763702
        1704     3.02823     2.99843 0.000763454
        1705     3.02611     2.99845 0.000763179
        1706      3.0239     2.99846 0.000762878
        1707      3.0216     2.99848 0.000762551
        1708     3.01923     2.99849 0.000762201
        1709     3.01679      2.9985 0.000761831
        1710     3.01428     2.99851 0.000761441
        1711      3.0117     2.99852 0.000761035
        1712     3.00908     2.99852 0.000760615
        1713     3.00641     2.99853 0.000760185
        1714      3.0037     2.99853 0.000759748
        1715     3.00097     2.99853 0.000759306
        1716     2.99821     2.99853 0.000758864
        1717     2.99545     2.99853 0.000758424
        1718     2.99269     2.99853  0.00075799
        1719     2.98994     2.99852 0.000757566
        1720     2.98721     2.99852 0.000757154
        1721     2.98451     2.99851 0.000756757
        1722     2.98186      2.9985  0.00075638
        1723     2.97926     2.99849 0.000756023
        1724     2.97673     2.99847  0.00075569
        1725     2.97427     2.99846 0.000755382
        1726     2.97189     2.99844 0.000755101
        1727      2.9696     2.99843 0.000754849
        1728     2.96741     2.99841 0.000754625
        1729     2.96533     2.99839 0.000754431
        1730     2.96336     2.99837 0.000754267
        1731      2.9615     2.99835 0.000754132
        1732     2.95977     2.99833 0.000754026
        1733     2.95817      2.9983 0.000753946
        1734     2.95669     2.99828 0.000753894
        1735     2.95534     2.99826 0.000753865
        1736     2.95413     2.99823 0.000753859
        1737     2.95304      2.9982 0.000753874
        1738     2.95208     2.99818 0.000753907
        1739     2.95125     2.99815 0.000753957
        1740     2.95054     2.99812  0.00075402
        1741     2.94995      2.9981 0.000754094
        1742     2.94948     2.99807 0.000754177
        1743     2.94912     2.99804 0.000754267
        1744     2.94886     2.99801 0.000754362
        1745      2.9487     2.99798 0.000754458
        1746     2.94863     2.99795 0.000754556
        1747     2.94865     2.99793 0.000754651
        1748     2.94875      2.9979 0.000754744
        1749     2.94892     2.99787 0.000754832
        1750     2.94915     2.99784 0.000754913
        1751     2.94945     2.99781 0.000754988
        1752      2.9498     2.99779 0.000755054
        1753     2.95019     2.99776 0.000755112
        1754     2.95063     2.99773 0.000755159
        1755      2.9511     2.99771 0.000755196
        1756     2.95161     2.99768 0.000755222
        1757     2.95214     2.99765 0.000755237
        1758      2.9527     2.99763  0.00075524
        1759     2.95329      2.9976 0.000755232
        1760     2.95389     2.99758 0.000755211
        1761     2.95452     2.99755 0.000755178
        1762     2.95517     2.99753 0.000755132
        1763     2.95585     2.99751 0.000755074
        1764     2.95654     2.99748 0.000755003
        1765     2.95727     2.99746 0.000754919
        1766     2.95802     2.99744 0.000754821
        1767     2.95879     2.99742 0.000754711
        1768     2.95961      2.9974 0.000754587
        1769     2.96045     2.99737 0.000754449
        1770     2.96134     2.99735 0.000754298
        1771     2.96226     2.99733 0.000754132
        1772     2.96323     2.99731 0.000753952
        1773     2.96424      2.9973 0.000753758
        1774     2.96529     2.99728 0.000753549
        1775      2.9664     2.99726 0.000753325
        1776     2.96755     2.99724 0.000753087
        1777     2.96875     2.99723 0.000752834
        1778     2.96999     2.99721 0.000752566
        1779     2.97128      2.9972 0.000752284
        1780     2.97262     2.99718 0.000751988
        1781     2.97399     2.99717 0.000751679
        1782      2.9754     2.99716 0.000751356
        1783     2.97684     2.99715 0.000751021
        1784     2.97832     2.99714 0.000750674
        1785     2.97981     2.99713 0.000750317
        1786     2.98132     2.99712 0.000749949
        1787     2.98285     2.99711 0.000749571
        1788     2.98438      2.9971 0.000749186
        1789     2.98591      2.9971 0.000748793
        1790     2.98743     2.99709 0.000748395
        1791     2.98894     2.99709 0.000747991
        1792     2.99043     2.99708 0.000747582
        1793      2.9919     2.99708 0.000747171
        1794     2.99333     2.99708 0.000746758
        1795     2.99473     2.99708 0.000746343
        1796     2.99609     2.99708 0.000745927
        1797      2.9974     2.99708 0.000745512
        1798     2.99866     2.99708 0.000745098
        1799     2.99986     2.99708 0.000744686
        1800       3.001     2.99708 0.000744275
        1801     3.00208     2.99708 0.000743867
        1802     3.00309     2.99709 0.000743462
        1803     3.00402     2.99709 0.000743059
        1804     3.00489      2.9971  0.00074266
        1805     3.00568      2.9971 0.000742264
        1806      3.0064     2.99711  0.00074187
        1807     3.00704     2.99711  0.00074148
        1808      3.0076     2.99712 0.000741093
        1809     3.00808     2.99712 0.000740708
        1810     3.00849     2.99713 0.000740325
        1811     3.00881     2.99714 0.000739945
        1812     3.00906     2.99714 0.000739566
        1813     3.00923     2.99715 0.000739188
        1814     3.00933     2.99716 0.000738811
        1815     3.00936     2.99716 0.000738434
        1816     3.00931     2.99717 0.000738058
        1817     3.00919     2.99718 0.000737681
        1818     3.00901     2.99718 0.000737304
        1819     3.00877     2.99719 0.000736927
        1820     3.00846     2.99719 0.000736548
        1821      3.0081      2.9972 0.000736168
        1822     3.00769     2.99721 0.000735786
        1823     3.00722     2.99721 0.000735403
        1824     3.00672     2.99722 0.000735018
        1825     3.00617     2.99722 0.000734632
        1826     3.00558     2.99723 0.000734244
        1827     3.00497     2.99723 0.000733854
        1828     3.00433     2.99723 0.000733463
        1829     3.00366     2.99724  0.00073307
        1830     3.00298     2.99724 0.000732676
        1831     3.00229     2.99724 0.000732282
        1832     3.00159     2.99725 0.000731886
        1833     3.00089     2.99725 0.000731489
        1834     3.00019     2.99725 0.000731092
        1835      2.9995     2.99725 0.000730695
        1836     2.99881     2.99725 0.000730297
        1837     2.99814     2.99725   0.0007299
        1838     2.99748     2.99725 0.000729503
        1839     2.99684     2.99725 0.000729106
        1840     2.99622     2.99725  0.00072871
        1841     2.99562     2.99725 0.000728315
        1842     2.99505     2.99725  0.00072792
        1843     2.99449     2.99725 0.000727527
        1844     2.99395     2.99725 0.000727134
        1845     2.99343     2.99724 0.000726743
        1846     2.99292     2.99724 0.000726353
        1847     2.99243     2.99724 0.000725965
        1848     2.99194     2.99724 0.000725578
        1849     2.99146     2.99723 0.000725192
        1850     2.99098     2.99723 0.000724808
        1851      2.9905     2.99723 0.000724425
        1852        2.99     2.99722 0.000724045
        1853     2.98948     2.99722 0.000723666
        1854     2.98894     2.99721 0.000723289
        1855     2.98837     2.99721 0.000722915
        1856     2.98777      2.9972 0.000722544
        1857     2.98713      2.9972 0.000722175
        1858     2.98644     2.99719 0.000721809
        1859      2.9857     2.99719 0.000721448
        1860      2.9849     2.99718  0.00072109
        1861     2.98405     2.99717 0.000720737
        1862     2.98314     2.99717 0.000720389
        1863     2.98216     2.99716 0.000720048
        1864     2.98113     2.99715 0.000719713
        1865     2.98003     2.99714 0.000719385
        1866     2.97888     2.99713 0.000719066
        1867     2.97768     2.99712 0.000718757
        1868     2.97643     2.99711 0.000718457
        1869     2.97513      2.9971 0.000718169
        1870     2.97381     2.99708 0.000717893
        1871     2.97247     2.99707  0.00071763
        1872     2.97111     2.99706 0.000717381
        1873     2.96976     2.99704 0.000717145
        1874     2.96843     2.99703 0.000716925
        1875     2.96712     2.99701  0.00071672
        1876     2.96586       2.997 0.000716531
        1877     2.96467     2.99698 0.000716356
        1878     2.96354     2.99696 0.000716196
        1879      2.9625     2.99694 0.000716049
        1880     2.96157     2.99692 0.000715916
        1881     2.96074      2.9969 0.000715793
        1882     2.96003     2.99688 0.000715681
        1883     2.95946     2.99686 0.000715577
        1884     2.95901     2.99684 0.000715479
        1885     2.95871     2.99682 0.000715385
        1886     2.95854      2.9968 0.000715294
        1887      2.9585     2.99678 0.000715203
        1888     2.95859     2.99676  0.00071511
        1889      2.9588     2.99674 0.000715014
        1890     2.95913     2.99672 0.000714913
        1891     2.95955      2.9967 0.000714805
        1892     2.96006     2.99668 0.000714689
        1893     2.96064     2.99666 0.000714565
        1894     2.96127     2.99665 0.000714432
        1895     2.96194     2.99663  0.00071429
        1896     2.96264     2.99661 0.000714138
        1897     2.96334     2.99659 0.000713977
        1898     2.96403     2.99658 0.000713807
        1899      2.9647     2.99656 0.000713628
        1900     2.96532     2.99654 0.000713442
        1901     2.96589     2.99653 0.000713249
        1902      2.9664     2.99651  0.00071305
        1903     2.96684     2.99649 0.000712846
        1904     2.96719     2.99648 0.000712638
        1905     2.96745     2.99646 0.000712426
        1906     2.96762     2.99645 0.000712213
        1907      2.9677     2.99643 0.000711999
        1908     2.96768     2.99642 0.000711786
        1909     2.96756      2.9964 0.000711573
        1910     2.96734     2.99639 0.000711363
        1911     2.96703     2.99637 0.000711157
        1912     2.96664     2.99636 0.000710955
        1913     2.96617     2.99634 0.000710759
        1914     2.96562     2.99633 0.000710568
        1915       2.965     2.99631 0.000710386
        1916     2.96434     2.99629 0.000710211
        1917     2.96362     2.99628 0.000710045
        1918     2.96287     2.99626 0.000709888
        1919     2.96209     2.99624 0.000709742
        1920     2.96131     2.99622 0.000709605
        1921     2.96052      2.9962 0.000709479
        1922     2.95974     2.99618 0.000709364
        1923     2.95898     2.99617 0.000709258
        1924     2.95826     2.99615 0.000709163
        1925     2.95758     2.99613 0.000709078
        1926     2.95695     2.99611 0.000709002
        1927     2.95639     2.99608 0.000708933
        1928      2.9559     2.99606 0.000708872
        1929     2.95549     2.99604 0.000708816
        1930     2.95518     2.99602 0.000708765
        1931     2.95495       2.996 0.000708717
        1932     2.95482     2.99598 0.000708671
        1933      2.9548     2.99596 0.000708624
        1934     2.95487     2.99594 0.000708576
        1935     2.95506     2.99592 0.000708525
        1936     2.95535     2.99589 0.000708469
        1937     2.95574     2.99587 0.000708406
        1938     2.95623     2.99585 0.000708336
        1939     2.95682     2.99583 0.000708257
        1940     2.95751     2.99581 0.000708167
        1941     2.95828     2.99579 0.000708066
        1942     2.95913     2.99577 0.000707953
        1943     2.96006     2.99576 0.000707827
        1944     2.96106     2.99574 0.000707688
        1945     2.96211     2.99572 0.000707536
        1946     2.96322      2.9957 0.000707369
        1947     2.96438     2.99569 0.000707189
        1948     2.96557     2.99567 0.000706995
        1949     2.96678     2.99566 0.000706787
        1950     2.96802     2.99564 0.000706567
        1951     2.96928     2.99563 0.000706334
        1952     2.97053     2.99562 0.000706089
        1953     2.97179     2.99561 0.000705833
        1954     2.97303     2.99559 0.000705567
        1955     2.97426     2.99558  0.00070529
        1956     2.97547     2.99557 0.000705004
        1957     2.97665     2.99556  0.00070471
        1958     2.97779     2.99555 0.000704409
        1959     2.97891     2.99555 0.000704101
        1960     2.97997     2.99554 0.000703786
        1961       2.981     2.99553 0.000703466
        1962     2.98197     2.99552 0.000703142
        1963      2.9829     2.99552 0.000702813
        1964     2.98376     2.99551 0.000702481
        1965     2.98457     2.99551 0.000702145
        1966     2.98533      2.9955 0.000701807
        1967     2.98602      2.9955 0.000701467
        1968     2.98665     2.99549 0.000701125
        1969     2.98721     2.99549 0.000700781
        1970     2.98771     2.99548 0.000700437
        1971     2.98815     2.99548 0.000700091
        1972     2.98852     2.99548 0.000699745
        1973     2.98882     2.99547 0.000699399
        1974     2.98905     2.99547 0.000699052
        1975     2.98921     2.99547 0.000698705
        1976     2.98931     2.99546 0.000698359
        1977     2.98934     2.99546 0.000698012
        1978      2.9893     2.99546 0.000697666
        1979     2.98918     2.99545 0.000697321
        1980       2.989     2.99545 0.000696976
        1981     2.98875     2.99545 0.000696633
        1982     2.98843     2.99544  0.00069629
        1983     2.98804     2.99544 0.000695949
        1984     2.98758     2.99544  0.00069561
        1985     2.98705     2.99543 0.000695272
        1986     2.98645     2.99543 0.000694937
        1987     2.98578     2.99542 0.000694604
        1988     2.98504     2.99542 0.000694274
        1989     2.98423     2.99541 0.000693948
        1990     2.98336      2.9954 0.000693625
        1991     2.98242      2.9954 0.000693308
        1992     2.98141     2.99539 0.000692995
        1993     2.98034     2.99538 0.000692689
        1994     2.97921     2.99538 0.000692389
        1995     2.97802     2.99537 0.000692096
        1996     2.97677     2.99536 0.000691812
        1997     2.97547     2.99535 0.000691538
        1998     2.97412     2.99534 0.000691273
        1999     2.97273     2.99533  0.00069102
        2000     2.97129     2.99531 0.000690779
        2001     2.96982      2.9953 0.000690551
        2002     2.96832     2.99529 0.000690337
        2003      2.9668     2.99527 0.000690139
        2004     2.96526     2.99526 0.000689957
        2005     2.96372     2.99524 0.000689793
        2006     2.96217     2.99523 0.000689646
        2007     2.96064     2.99521 0.000689517
        2008     2.95912     2.99519 0.000689408
        2009     2.95763     2.99517 0.000689318
        2010     2.95617     2.99515 0.000689249
        2011     2.95476     2.99513 0.000689198
        2012     2.95341     2.99511 0.000689168
        2013     2.95212     2.99509 0.000689156
        2014     2.95091     2.99507 0.000689163
        2015     2.94978     2.99505 0.000689187
        2016     2.94874     2.99502 0.000689228
        2017      2.9478       2.995 0.000689284
        2018     2.94696     2.99498 0.000689354
        2019     2.94623     2.99495 0.000689435
        2020     2.94562     2.99493 0.000689526
        2021     2.94513      2.9949 0.000689625
        2022     2.94475     2.99488  0.00068973
        2023      2.9445     2.99485 0.000689838
        2024     2.94436     2.99483 0.000689948
        2025     2.94435      2.9948 0.000690058
        2026     2.94445     2.99478 0.000690165
        2027     2.94466     2.99475 0.000690267
        2028     2.94498     2.99473 0.000690363
        2029      2.9454      2.9947  0.00069045
        2030     2.94591     2.99468 0.000690528
        2031     2.94652     2.99466 0.000690596
        2032     2.94719     2.99463 0.000690651
        2033     2.94794     2.99461 0.000690693
        2034     2.94876     2.99459 0.000690721
        2035     2.94962     2.99457 0.000690735
        2036     2.95054     2.99454 0.000690734
        2037     2.95148     2.99452 0.000690718
        2038     2.95246      2.9945 0.000690688
        2039     2.95346     2.99448 0.000690642
        2040     2.95448     2.99446 0.000690582
        2041     2.95551     2.99444 0.000690507
        2042     2.95653     2.99443 0.000690419
        2043     2.95756     2.99441 0.000690316
        2044     2.95857     2.99439 0.000690201
        2045     2.95958     2.99437 0.000690074
        2046     2.96057     2.99436 0.000689934
        2047     2.96154     2.99434 0.000689783
        2048      2.9625     2.99432 0.000689622
        2049     2.96343     2.99431  0.00068945
        2050     2.96433     2.99429 0.000689269
        2051     2.96522     2.99428 0.000689078
        2052     2.96607     2.99427  0.00068888
        2053     2.96691     2.99425 0.000688673
        2054     2.96772     2.99424 0.000688459
        2055     2.96851     2.99423 0.000688238
        2056     2.96927     2.99422  0.00068801
        2057     2.97002      2.9942 0.000687776
        2058     2.97075     2.99419 0.000687536
        2059     2.97145     2.99418 0.000687291
        2060     2.97215     2.99417 0.000687041
        2061     2.97283     2.99416 0.000686785
        2062      2.9735     2.99415 0.000686525
        2063     2.97416     2.99414 0.000686261
        2064     2.97481     2.99413 0.000685992
        2065     2.97545     2.99412  0.00068572
        2066     2.97609     2.99411 0.000685444
        2067     2.97673     2.99411 0.000685164
        2068     2.97736      2.9941  0.00068488
        2069       2.978     2.99409 0.000684593
        2070     2.97863     2.99408 0.000684303
        2071     2.97927     2.99407  0.00068401
        2072     2.97991     2.99407 0.000683714
        2073     2.98055     2.99406 0.000683416
        2074      2.9812     2.99406 0.000683114
        2075     2.98185     2.99405  0.00068281
        2076     2.98251     2.99404 0.000682504
        2077     2.98317     2.99404 0.000682196
        2078     2.98383     2.99403 0.000681885
        2079      2.9845     2.99403 0.000681572
        2080     2.98517     2.99402 0.000681258
        2081     2.98584     2.99402 0.000680942
        2082     2.98652     2.99402 0.000680624
        2083     2.98719     2.99401 0.000680306
        2084     2.98787     2.99401 0.000679986
        2085     2.98854     2.99401 0.000679664
        2086     2.98922     2.99401 0.000679343
        2087     2.98989       2.994  0.00067902
        2088     2.99056       2.994 0.000678697
        2089     2.99122       2.994 0.000678373
        2090     2.99188       2.994 0.000678049
        2091     2.99254       2.994 0.000677725
        2092     2.99318       2.994 0.000677402
        2093     2.99382       2.994 0.000677078
        2094     2.99444       2.994 0.000676755
        2095     2.99506       2.994 0.000676432
        2096     2.99566       2.994 0.000676109
        2097     2.99626       2.994 0.000675788
        2098     2.99684       2.994 0.000675467
        2099     2.99741       2.994 0.000675147
        2100     2.99796     2.99401 0.000674828
        2101      2.9985     2.99401 0.000674511
        2102     2.99902     2.99401 0.000674194
        2103     2.99953     2.99401 0.000673878
