#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
        2501   -0.279102   -0.306186 0.000637664
        2502   -0.278452   -0.306175 0.000637506
        2503   -0.277961   -0.306164 0.000637351
        2504   -0.277638   -0.306152 0.000637198
        2505   -0.277486   -0.306141 0.000637046
        2506    -0.27751   -0.306129 0.000636895
        2507   -0.277706   -0.306118 0.000636741
        2508   -0.278079   -0.306107 0.000636586
        2509   -0.278625   -0.306096 0.000636426
        2510   -0.279346   -0.306085 0.000636262
        2511   -0.280228   -0.306075 0.000636092
        2512   -0.281272   -0.306065 0.000635915
        2513   -0.282467   -0.306056 0.000635731
        2514   -0.283811   -0.306047  0.00063554
        2515    -0.28529   -0.306039 0.000635341
        2516   -0.286904   -0.306031 0.000635134
        2517   -0.288633   -0.306024 0.000634919
        2518   -0.290471   -0.306018 0.000634697
        2519   -0.292409   -0.306013 0.000634468
        2520    -0.29443   -0.306008 0.000634233
        2521   -0.296526   -0.306004 0.000633993
        2522   -0.298685   -0.306001 0.000633748
        2523   -0.300897   -0.305999   0.0006335
        2524   -0.303151   -0.305998  0.00063325
        2525   -0.305436   -0.305998 0.000632999
        2526   -0.307741   -0.305999 0.000632749
        2527   -0.310054      -0.306 0.000632501
        2528   -0.312374   -0.306003 0.000632255
        2529   -0.314678   -0.306006 0.000632015
        2530    -0.31698    -0.30601  0.00063178
        2531   -0.319257   -0.306016 0.000631552
        2532   -0.321514   -0.306022 0.000631332
        2533   -0.323737   -0.306029 0.000631122
        2534   -0.325914   -0.306037 0.000630921
        2535    -0.32805   -0.306045 0.000630732
        2536   -0.330137   -0.306055 0.000630555
        2537   -0.332176   -0.306065 0.000630391
        2538   -0.334157   -0.306076 0.000630239
        2539    -0.33608   -0.306088 0.000630102
        2540   -0.337943   -0.306101 0.000629979
        2541   -0.339742   -0.306114  0.00062987
        2542   -0.341475   -0.306128 0.000629776
        2543   -0.343144   -0.306142 0.000629696
        2544   -0.344738   -0.306157 0.000629631
        2545   -0.346266   -0.306173 0.000629581
        2546   -0.347718    -0.30619 0.000629545
        2547   -0.349096   -0.306206 0.000629524
        2548   -0.350394   -0.306224 0.000629515
        2549   -0.351613   -0.306242  0.00062952
        2550   -0.352746    -0.30626 0.000629537
        2551   -0.353794   -0.306278 0.000629566
        2552   -0.354749   -0.306297 0.000629606
        2553   -0.355608   -0.306317 0.000629656
        2554   -0.356363   -0.306336 0.000629714
        2555   -0.357018   -0.306356  0.00062978
        2556   -0.357555   -0.306376 0.000629852
        2557   -0.357969   -0.306396 0.000629929
        2558   -0.358254   -0.306417 0.000630008
        2559   -0.358395   -0.306437  0.00063009
        2560   -0.358383   -0.306457  0.00063017
        2561   -0.358207   -0.306477 0.000630248
        2562    -0.35785   -0.306497 0.000630321
        2563   -0.357293   -0.306517 0.000630386
        2564   -0.356525   -0.306537 0.000630442
        2565   -0.355516   -0.306556 0.000630486
        2566    -0.35425   -0.306574 0.000630514
        2567   -0.352708   -0.306592 0.000630524
        2568   -0.350864    -0.30661 0.000630514
        2569    -0.34869   -0.306626 0.000630482
        2570    -0.34616   -0.306641 0.000630424
        2571   -0.343253   -0.306656  0.00063034
        2572   -0.339937   -0.306669 0.000630227
        2573   -0.336191    -0.30668 0.000630087
        2574   -0.332006    -0.30669 0.000629919
        2575   -0.327344   -0.306698 0.000629725
        2576   -0.322212   -0.306704  0.00062951
        2577    -0.31661   -0.306708 0.000629277
        2578   -0.310548   -0.306709 0.000629035
        2579   -0.304052   -0.306708 0.000628792
        2580   -0.297174   -0.306705 0.000628559
        2581   -0.289975   -0.306698 0.000628349
        2582   -0.282545   -0.306689 0.000628175
        2583   -0.274991   -0.306676 0.000628052
        2584   -0.267447   -0.306661 0.000627992
        2585   -0.260068   -0.306643 0.000628008
        2586   -0.253026   -0.306623 0.000628107
        2587   -0.246504   -0.306599 0.000628294
        2588   -0.240691   -0.306574 0.000628567
        2589   -0.235765   -0.306546 0.000628919
        2590   -0.231888   -0.306518 0.000629336
        2591   -0.229196   -0.306488 0.000629801
        2592   -0.227788   -0.306457 0.000630289
        2593   -0.227716   -0.306427 0.000630777
        2594    -0.22899   -0.306397  0.00063124
        2595   -0.231574   -0.306368 0.000631655
        2596   -0.235365   -0.306341 0.000632004
        2597    -0.24024   -0.306316 0.000632273
        2598   -0.246047   -0.306292 0.000632455
        2599   -0.252615   -0.306272 0.000632548
        2600   -0.259741   -0.306254 0.000632558
        2601   -0.267251   -0.306239 0.000632493
        2602   -0.274973   -0.306227 0.000632364
        2603   -0.282749   -0.306218 0.000632185
        2604   -0.290441   -0.306212 0.000631971
        2605    -0.29793   -0.306209 0.000631737
        2606    -0.30513   -0.306208 0.000631495
        2607   -0.311962    -0.30621 0.000631256
        2608   -0.318386   -0.306215 0.000631031
        2609   -0.324364   -0.306222 0.000630828
        2610   -0.329884   -0.306231 0.000630651
        2611   -0.334949   -0.306242 0.000630506
        2612   -0.339561   -0.306255 0.000630393
        2613    -0.34373   -0.306269 0.000630315
        2614   -0.347482   -0.306285 0.000630271
        2615   -0.350844   -0.306302  0.00063026
        2616   -0.353838    -0.30632 0.000630281
        2617   -0.356492   -0.306339 0.000630332
        2618   -0.358832   -0.306359  0.00063041
        2619   -0.360889    -0.30638 0.000630513
        2620   -0.362672   -0.306402 0.000630638
        2621   -0.364227   -0.306424 0.000630784
        2622   -0.365571   -0.306446 0.000630946
        2623   -0.366722   -0.306469 0.000631124
        2624   -0.367701   -0.306493 0.000631315
        2625   -0.368521   -0.306516 0.000631516
        2626   -0.369208    -0.30654 0.000631727
        2627   -0.369774   -0.306564 0.000631945
        2628   -0.370233   -0.306588 0.000632169
        2629   -0.370595   -0.306613 0.000632397
        2630   -0.370872   -0.306637 0.000632628
        2631   -0.371077   -0.306662 0.000632862
        2632   -0.371212   -0.306686 0.000633096
        2633    -0.37129   -0.306711 0.000633331
        2634   -0.371318   -0.306735 0.000633566
        2635   -0.371298    -0.30676 0.000633799
        2636   -0.371236   -0.306784  0.00063403
        2637   -0.371147   -0.306809 0.000634259
        2638   -0.371019   -0.306833 0.000634486
        2639   -0.370865   -0.306857 0.000634709
        2640   -0.370693   -0.306881 0.000634929
        2641   -0.370497   -0.306906 0.000635145
        2642   -0.370287    -0.30693 0.000635358
        2643    -0.37006   -0.306953 0.000635566
        2644   -0.369816   -0.306977 0.000635771
        2645    -0.36956   -0.307001  0.00063597
        2646   -0.369298   -0.307024 0.000636166
        2647   -0.369028   -0.307048 0.000636356
        2648   -0.368745   -0.307071 0.000636542
        2649   -0.368453   -0.307094 0.000636724
        2650    -0.36816   -0.307117   0.0006369
        2651   -0.367857    -0.30714 0.000637072
        2652   -0.367555   -0.307163 0.000637239
        2653   -0.367248   -0.307186 0.000637401
        2654   -0.366938   -0.307208 0.000637558
        2655   -0.366622   -0.307231 0.000637711
        2656   -0.366306   -0.307253 0.000637859
        2657   -0.365982   -0.307275 0.000638001
        2658    -0.36566   -0.307297 0.000638139
        2659   -0.365337   -0.307319 0.000638273
        2660    -0.36501    -0.30734 0.000638401
        2661   -0.364675   -0.307362 0.000638525
        2662   -0.364342   -0.307383 0.000638643
        2663   -0.364003   -0.307405 0.000638757
        2664   -0.363659   -0.307426 0.000638867
        2665   -0.363312   -0.307447 0.000638971
        2666   -0.362965   -0.307467 0.000639071
        2667    -0.36261   -0.307488 0.000639165
        2668    -0.36226   -0.307509 0.000639255
        2669   -0.361906   -0.307529 0.000639341
        2670   -0.361544   -0.307549 0.000639421
        2671   -0.361173   -0.307569 0.000639497
        2672   -0.360797   -0.307589 0.000639568
        2673   -0.360417   -0.307609 0.000639634
        2674   -0.360027   -0.307629 0.000639695
        2675   -0.359629   -0.307648 0.000639751
        2676   -0.359223   -0.307667 0.000639802
        2677   -0.358808   -0.307686 0.000639848
        2678    -0.35838   -0.307705 0.000639889
        2679   -0.357945   -0.307724 0.000639925
        2680   -0.357499   -0.307743 0.000639956
        2681    -0.35704   -0.307761 0.000639981
        2682   -0.356571   -0.307779 0.000640001
        2683   -0.356089   -0.307797 0.000640016
        2684    -0.35559   -0.307815 0.000640025
        2685   -0.355075   -0.307833 0.000640029
        2686   -0.354542    -0.30785 0.000640027
        2687   -0.353993   -0.307867 0.000640019
        2688   -0.353427   -0.307884 0.000640005
        2689   -0.352844   -0.307901 0.000639986
        2690   -0.352246   -0.307917  0.00063996
        2691   -0.351623   -0.307934 0.000639928
        2692   -0.350975    -0.30795  0.00063989
        2693   -0.350306   -0.307965 0.000639846
        2694   -0.349605   -0.307981 0.000639795
        2695   -0.348886   -0.307996 0.000639738
        2696    -0.34814   -0.308011 0.000639674
        2697    -0.34737   -0.308026 0.000639603
        2698   -0.346571    -0.30804 0.000639525
        2699    -0.34575   -0.308054 0.000639441
        2700   -0.344896   -0.308067  0.00063935
        2701   -0.344011   -0.308081 0.000639252
        2702   -0.343105   -0.308094 0.000639146
        2703   -0.342168   -0.308106 0.000639034
        2704   -0.341202   -0.308119 0.000638915
        2705   -0.340209    -0.30813 0.000638789
        2706   -0.339187   -0.308142 0.000638656
        2707   -0.338132   -0.308153 0.000638516
        2708   -0.337049   -0.308164  0.00063837
        2709   -0.335938   -0.308174 0.000638216
        2710   -0.334803   -0.308184 0.000638056
        2711   -0.333641   -0.308193  0.00063789
        2712   -0.332457   -0.308202 0.000637718
        2713   -0.331246   -0.308211 0.000637539
        2714   -0.330012   -0.308219 0.000637355
        2715   -0.328754   -0.308226 0.000637165
        2716   -0.327477   -0.308233  0.00063697
        2717   -0.326182    -0.30824  0.00063677
        2718   -0.324868   -0.308246 0.000636565
        2719   -0.323535   -0.308252 0.000636355
        2720   -0.322189   -0.308257 0.000636142
        2721   -0.320828   -0.308261 0.000635925
        2722   -0.319448   -0.308265 0.000635705
        2723    -0.31806   -0.308269 0.000635482
        2724   -0.316655   -0.308272 0.000635256
        2725   -0.315239   -0.308275 0.000635028
        2726   -0.313812   -0.308277 0.000634798
        2727    -0.31237   -0.308278 0.000634567
        2728   -0.310915   -0.308279 0.000634335
        2729   -0.309444    -0.30828 0.000634103
        2730   -0.307955   -0.308279 0.000633871
        2731   -0.306453   -0.308279 0.000633639
        2732   -0.304919   -0.308278 0.000633408
        2733   -0.303364   -0.308276 0.000633179
        2734   -0.301778   -0.308273 0.000632952
        2735   -0.300162    -0.30827 0.000632727
        2736   -0.298512   -0.308267 0.000632506
        2737   -0.296825   -0.308263 0.000632289
        2738   -0.295091   -0.308258 0.000632076
        2739   -0.293318   -0.308252 0.000631869
        2740   -0.291496   -0.308246 0.000631668
        2741   -0.289628    -0.30824 0.000631474
        2742   -0.287723   -0.308232 0.000631288
        2743   -0.285773   -0.308224 0.000631111
        2744   -0.283792   -0.308215 0.000630944
        2745   -0.281775   -0.308205 0.000630787
        2746   -0.279739   -0.308195 0.000630643
        2747   -0.277693   -0.308184 0.000630511
        2748    -0.27566   -0.308172 0.000630393
        2749   -0.273655   -0.308159 0.000630288
        2750   -0.271698   -0.308146 0.000630199
        2751   -0.269807   -0.308132 0.000630124
        2752    -0.26801   -0.308118 0.000630063
        2753   -0.266338   -0.308103 0.000630017
        2754   -0.264817   -0.308087 0.000629984
        2755    -0.26347   -0.308071 0.000629964
        2756   -0.262328   -0.308054 0.000629954
        2757    -0.26142   -0.308037 0.000629952
        2758   -0.260768    -0.30802 0.000629957
        2759   -0.260403   -0.308003 0.000629965
        2760   -0.260336   -0.307985 0.000629974
        2761   -0.260582   -0.307968 0.000629979
        2762   -0.261142   -0.307951 0.000629979
        2763   -0.262025   -0.307935 0.000629971
        2764   -0.263226   -0.307918  0.00062995
        2765   -0.264734   -0.307903 0.000629916
        2766    -0.26654   -0.307888 0.000629866
        2767   -0.268612   -0.307874 0.000629798
        2768    -0.27093    -0.30786 0.000629712
        2769   -0.273465   -0.307848 0.000629607
        2770   -0.276188   -0.307837 0.000629484
        2771   -0.279057   -0.307826 0.000629342
        2772   -0.282043   -0.307817 0.000629184
        2773   -0.285112   -0.307809  0.00062901
        2774   -0.288227   -0.307802 0.000628823
        2775   -0.291361   -0.307796 0.000628624
        2776   -0.294481   -0.307791 0.000628416
        2777   -0.297562   -0.307787 0.000628201
        2778   -0.300584   -0.307785  0.00062798
        2779   -0.303529   -0.307783 0.000627756
        2780   -0.306375   -0.307783  0.00062753
        2781   -0.309104   -0.307783 0.000627305
        2782   -0.311711   -0.307784 0.000627081
        2783   -0.314183   -0.307787  0.00062686
        2784   -0.316519    -0.30779 0.000626642
        2785   -0.318711   -0.307794  0.00062643
        2786   -0.320762   -0.307798 0.000626222
        2787   -0.322671   -0.307804  0.00062602
        2788   -0.324442    -0.30781 0.000625824
        2789   -0.326073   -0.307816 0.000625634
        2790   -0.327575   -0.307823  0.00062545
        2791   -0.328947   -0.307831 0.000625271
        2792   -0.330194   -0.307839 0.000625099
        2793   -0.331323   -0.307847 0.000624931
        2794    -0.33235   -0.307856 0.000624769
        2795   -0.333269   -0.307865 0.000624612
        2796   -0.334092   -0.307875 0.000624459
        2797   -0.334829   -0.307884  0.00062431
        2798   -0.335481   -0.307894 0.000624165
        2799   -0.336061   -0.307904 0.000624023
        2800    -0.33657   -0.307914 0.000623884
        2801   -0.337012   -0.307925 0.000623748
        2802   -0.337397   -0.307935 0.000623614
        2803   -0.337732   -0.307946 0.000623482
        2804   -0.338016   -0.307957 0.000623352
        2805   -0.338259   -0.307967 0.000623223
        2806   -0.338465   -0.307978 0.000623096
        2807   -0.338634   -0.307989  0.00062297
        2808   -0.338776      -0.308 0.000622844
        2809   -0.338892   -0.308011  0.00062272
        2810   -0.338985   -0.308022 0.000622596
        2811   -0.339058   -0.308033 0.000622472
        2812   -0.339111   -0.308044 0.000622349
        2813   -0.339155   -0.308055 0.000622226
        2814   -0.339179   -0.308066 0.000622103
        2815   -0.339197   -0.308078  0.00062198
        2816     -0.3392   -0.308089 0.000621857
        2817   -0.339197     -0.3081 0.000621735
        2818   -0.339182   -0.308111 0.000621612
        2819   -0.339165   -0.308122 0.000621489
        2820   -0.339146   -0.308133 0.000621366
        2821   -0.339121   -0.308144 0.000621243
        2822   -0.339088   -0.308155  0.00062112
        2823   -0.339061   -0.308166 0.000620996
        2824   -0.339023   -0.308177 0.000620872
        2825    -0.33899   -0.308187 0.000620748
        2826   -0.338946   -0.308198 0.000620624
        2827   -0.338895   -0.308209 0.000620499
        2828   -0.338843    -0.30822 0.000620375
        2829   -0.338792   -0.308231 0.000620249
        2830   -0.338743   -0.308242 0.000620124
        2831   -0.338688   -0.308252 0.000619998
        2832   -0.338629   -0.308263 0.000619872
        2833   -0.338568   -0.308274 0.000619745
        2834   -0.338506   -0.308284 0.000619619
        2835   -0.338442   -0.308295 0.000619491
        2836   -0.338377   -0.308306 0.000619364
        2837   -0.338312   -0.308316 0.000619236
        2838   -0.338243   -0.308327 0.000619107
        2839   -0.338164   -0.308337 0.000618978
        2840   -0.338087   -0.308348 0.000618849
        2841   -0.338003   -0.308358 0.000618719
        2842   -0.337922   -0.308369 0.000618589
        2843   -0.337839   -0.308379 0.000618458
        2844   -0.337753   -0.308389 0.000618327
        2845   -0.337659     -0.3084 0.000618195
        2846   -0.337568    -0.30841 0.000618063
        2847   -0.337475    -0.30842  0.00061793
        2848   -0.337379    -0.30843 0.000617797
        2849   -0.337283    -0.30844 0.000617663
        2850   -0.337187    -0.30845 0.000617529
        2851   -0.337088    -0.30846 0.000617394
        2852    -0.33699    -0.30847 0.000617258
        2853   -0.336892    -0.30848 0.000617122
        2854   -0.336797    -0.30849 0.000616986
        2855   -0.336699     -0.3085 0.000616849
        2856   -0.336596    -0.30851 0.000616711
        2857   -0.336497    -0.30852 0.000616573
        2858     -0.3364    -0.30853 0.000616435
        2859   -0.336307   -0.308539 0.000616296
        2860   -0.336214   -0.308549 0.000616156
        2861   -0.336118   -0.308559 0.000616016
        2862   -0.336029   -0.308568 0.000615876
        2863   -0.335936   -0.308578 0.000615735
        2864    -0.33585   -0.308587 0.000615593
        2865   -0.335763   -0.308597 0.000615452
        2866   -0.335679   -0.308606 0.000615309
        2867   -0.335597   -0.308616 0.000615167
        2868   -0.335519   -0.308625 0.000615024
        2869   -0.335442   -0.308634  0.00061488
        2870   -0.335365   -0.308644 0.000614737
        2871   -0.335291   -0.308653 0.000614593
        2872   -0.335225   -0.308662 0.000614448
        2873   -0.335164   -0.308671 0.000614304
        2874   -0.335099   -0.308681 0.000614159
        2875    -0.33504    -0.30869 0.000614014
        2876   -0.334988   -0.308699 0.000613868
        2877   -0.334935   -0.308708 0.000613723
        2878   -0.334883   -0.308717 0.000613577
        2879   -0.334837   -0.308726 0.000613431
        2880   -0.334795   -0.308735 0.000613284
        2881   -0.334755   -0.308744 0.000613138
        2882   -0.334715   -0.308753 0.000612991
        2883   -0.334679   -0.308762 0.000612845
        2884   -0.334644   -0.308771 0.000612698
        2885   -0.334616    -0.30878 0.000612551
        2886   -0.334587   -0.308789 0.000612404
        2887   -0.334562   -0.308798 0.000612257
        2888   -0.334533   -0.308807  0.00061211
        2889   -0.334507   -0.308816 0.000611963
        2890   -0.334478   -0.308825 0.000611815
        2891   -0.334452   -0.308834 0.000611668
        2892   -0.334422   -0.308843  0.00061152
        2893   -0.334397   -0.308851 0.000611373
        2894   -0.334365    -0.30886 0.000611225
        2895   -0.334332   -0.308869 0.000611077
        2896   -0.334296   -0.308878 0.000610929
        2897   -0.334252   -0.308887 0.000610781
        2898   -0.334203   -0.308895 0.000610633
        2899   -0.334151   -0.308904 0.000610485
        2900   -0.334089   -0.308913 0.000610336
        2901    -0.33402   -0.308921 0.000610187
        2902   -0.333941    -0.30893 0.000610037
        2903   -0.333855   -0.308939 0.000609888
        2904   -0.333754   -0.308947 0.000609738
        2905   -0.333646   -0.308956 0.000609587
        2906    -0.33353   -0.308964 0.000609436
        2907   -0.333403   -0.308972 0.000609284
        2908   -0.333264   -0.308981 0.000609132
        2909   -0.333114   -0.308989 0.000608979
        2910   -0.332953   -0.308997 0.000608825
        2911   -0.332779   -0.309006 0.000608671
        2912   -0.332592   -0.309014 0.000608516
        2913   -0.332392   -0.309022  0.00060836
        2914   -0.332181    -0.30903 0.000608203
        2915   -0.331957   -0.309037 0.000608045
        2916   -0.331721   -0.309045 0.000607887
        2917   -0.331474   -0.309053 0.000607727
        2918   -0.331219   -0.309061 0.000607566
        2919    -0.33095   -0.309068 0.000607404
        2920    -0.33067   -0.309075 0.000607241
        2921   -0.330384   -0.309083 0.000607077
        2922   -0.330085    -0.30909 0.000606912
        2923   -0.329776   -0.309097 0.000606745
        2924   -0.329461   -0.309104 0.000606578
        2925   -0.329135   -0.309111 0.000606409
        2926   -0.328805   -0.309118 0.000606239
        2927   -0.328468   -0.309124 0.000606068
        2928   -0.328124   -0.309131 0.000605896
        2929   -0.327779   -0.309137 0.000605723
        2930   -0.327422   -0.309143 0.000605548
        2931   -0.327059   -0.309149 0.000605372
        2932   -0.326685   -0.309155 0.000605195
        2933   -0.326311   -0.309161 0.000605017
        2934   -0.325929   -0.309167 0.000604838
        2935   -0.325537   -0.309172 0.000604658
        2936   -0.325135   -0.309178 0.000604476
        2937   -0.324726   -0.309183 0.000604294
        2938     -0.3243   -0.309188  0.00060411
        2939   -0.323865   -0.309193 0.000603925
        2940   -0.323413   -0.309198 0.000603739
        2941   -0.322937   -0.309203 0.000603552
        2942   -0.322443   -0.309207 0.000603363
        2943   -0.321933   -0.309212 0.000603174
        2944    -0.32139   -0.309216 0.000602983
        2945    -0.32083    -0.30922 0.000602791
        2946   -0.320237   -0.309223 0.000602598
        2947   -0.319613   -0.309227 0.000602404
        2948   -0.318951    -0.30923 0.000602209
        2949   -0.318253   -0.309233 0.000602012
        2950   -0.317502   -0.309236 0.000601815
        2951   -0.316714   -0.309239 0.000601616
        2952   -0.315873   -0.309241 0.000601416
        2953   -0.314986   -0.309243 0.000601216
        2954   -0.314046   -0.309245 0.000601015
        2955   -0.313049   -0.309246 0.000600813
        2956   -0.311998   -0.309247  0.00060061
        2957   -0.310882   -0.309247 0.000600407
        2958    -0.30971   -0.309247 0.000600204
        2959   -0.308486   -0.309247 0.000600001
        2960   -0.307209   -0.309247 0.000599799
        2961   -0.305881   -0.309245 0.000599598
        2962   -0.304503   -0.309244 0.000599397
        2963   -0.303086   -0.309242 0.000599199
        2964   -0.301622   -0.309239 0.000599002
        2965   -0.300138   -0.309236 0.000598808
        2966   -0.298635   -0.309232 0.000598617
        2967   -0.297116   -0.309228 0.000598429
        2968   -0.295603   -0.309224 0.000598245
        2969   -0.294111   -0.309219 0.000598065
        2970   -0.292648   -0.309213  0.00059789
        2971   -0.291229   -0.309207 0.000597719
        2972   -0.289872   -0.309201 0.000597553
        2973   -0.288597   -0.309194 0.000597392
        2974    -0.28742   -0.309186 0.000597236
        2975   -0.286355   -0.309179 0.000597085
        2976    -0.28542   -0.309171 0.000596938
        2977   -0.284629   -0.309162 0.000596794
        2978   -0.283995   -0.309154 0.000596654
        2979   -0.283528   -0.309145 0.000596515
        2980   -0.283242   -0.309137 0.000596378
        2981   -0.283143   -0.309128 0.000596242
        2982   -0.283237   -0.309119 0.000596105
        2983   -0.283528   -0.309111 0.000595967
        2984   -0.284011   -0.309102 0.000595827
        2985    -0.28469   -0.309094 0.000595683
        2986   -0.285558   -0.309086 0.000595536
        2987   -0.286607   -0.309079 0.000595384
        2988   -0.287821   -0.309072 0.000595228
        2989    -0.28919   -0.309065 0.000595066
        2990   -0.290697   -0.309059 0.000594898
        2991   -0.292331   -0.309053 0.000594726
        2992   -0.294076   -0.309048 0.000594548
        2993   -0.295911   -0.309044 0.000594366
        2994   -0.297816    -0.30904 0.000594179
        2995   -0.299775   -0.309037 0.000593988
        2996   -0.301775   -0.309035 0.000593795
        2997   -0.303799   -0.309033   0.0005936
        2998   -0.305832   -0.309032 0.000593403
        2999   -0.307856   -0.309031 0.000593205
        3000   -0.309862   -0.309032 0.000593007
        3001   -0.311835   -0.309033  0.00059281
        3002   -0.313773   -0.309034 0.000592615
        3003   -0.315659   -0.309036 0.000592422
        3004   -0.317489   -0.309039 0.000592231
        3005    -0.31926   -0.309043 0.000592044
        3006   -0.320961   -0.309047  0.00059186
        3007   -0.322587   -0.309051  0.00059168
        3008   -0.324146   -0.309056 0.000591505
        3009   -0.325627   -0.309062 0.000591334
        3010   -0.327036   -0.309068 0.000591168
        3011   -0.328364   -0.309074 0.000591006
        3012   -0.329621   -0.309081 0.000590849
        3013   -0.330802   -0.309088 0.000590697
        3014   -0.331915   -0.309096  0.00059055
        3015   -0.332966   -0.309103 0.000590407
        3016   -0.333947   -0.309112 0.000590269
        3017   -0.334858    -0.30912 0.000590135
        3018   -0.335706   -0.309129 0.000590005
        3019   -0.336489   -0.309138 0.000589879
        3020   -0.337214   -0.309147 0.000589757
        3021   -0.337892   -0.309157 0.000589639
        3022   -0.338515   -0.309167 0.000589523
        3023   -0.339092   -0.309176 0.000589412
        3024   -0.339616   -0.309187 0.000589303
        3025   -0.340098   -0.309197 0.000589196
        3026   -0.340542   -0.309207 0.000589093
        3027   -0.340945   -0.309218 0.000588991
        3028   -0.341306   -0.309228 0.000588892
        3029   -0.341627   -0.309239 0.000588795
        3030   -0.341909    -0.30925 0.000588699
        3031   -0.342167   -0.309261 0.000588605
        3032   -0.342387   -0.309271 0.000588513
        3033   -0.342579   -0.309282 0.000588421
        3034   -0.342739   -0.309293  0.00058833
        3035    -0.34287   -0.309305  0.00058824
        3036   -0.342972   -0.309316 0.000588151
        3037   -0.343051   -0.309327 0.000588062
        3038   -0.343101   -0.309338 0.000587974
        3039   -0.343126   -0.309349 0.000587886
        3040   -0.343124    -0.30936 0.000587797
        3041   -0.343093   -0.309371 0.000587709
        3042   -0.343039   -0.309382  0.00058762
        3043   -0.342955   -0.309393  0.00058753
        3044   -0.342843   -0.309404  0.00058744
        3045   -0.342706   -0.309415 0.000587349
        3046   -0.342537   -0.309426 0.000587256
        3047   -0.342345   -0.309437 0.000587163
        3048   -0.342119   -0.309448 0.000587068
        3049   -0.341871   -0.309458 0.000586972
        3050   -0.341594   -0.309469 0.000586874
        3051   -0.341291   -0.309479 0.000586775
        3052   -0.340956    -0.30949 0.000586673
        3053   -0.340593     -0.3095 0.000586569
        3054   -0.340194    -0.30951 0.000586463
        3055   -0.339765    -0.30952 0.000586355
        3056   -0.339306   -0.309529 0.000586244
        3057   -0.338815   -0.309539 0.000586131
        3058   -0.338291   -0.309548 0.000586014
        3059   -0.337735   -0.309558 0.000585895
        3060   -0.337152   -0.309567 0.000585773
        3061   -0.336529   -0.309575 0.000585648
        3062    -0.33587   -0.309584  0.00058552
        3063   -0.335182   -0.309592 0.000585388
        3064   -0.334461   -0.309601 0.000585253
        3065   -0.333696   -0.309608 0.000585115
        3066   -0.332905   -0.309616 0.000584974
        3067   -0.332079   -0.309623 0.000584829
        3068   -0.331221    -0.30963  0.00058468
        3069   -0.330336   -0.309637 0.000584529
        3070   -0.329415   -0.309644 0.000584374
        3071   -0.328467    -0.30965 0.000584216
        3072   -0.327489   -0.309655 0.000584055
        3073   -0.326488   -0.309661  0.00058389
        3074    -0.32546   -0.309666 0.000583723
        3075   -0.324409   -0.309671 0.000583553
        3076   -0.323336   -0.309675  0.00058338
        3077   -0.322247   -0.309679 0.000583205
        3078   -0.321139   -0.309683 0.000583027
        3079   -0.320015   -0.309686 0.000582847
        3080   -0.318881   -0.309689 0.000582666
        3081    -0.31774   -0.309692 0.000582482
        3082   -0.316601   -0.309694 0.000582298
        3083   -0.315458   -0.309696 0.000582112
        3084    -0.31432   -0.309698 0.000581925
        3085   -0.313188   -0.309699 0.000581738
        3086   -0.312062     -0.3097  0.00058155
        3087   -0.310958     -0.3097 0.000581361
        3088   -0.309877     -0.3097 0.000581173
        3089   -0.308814     -0.3097 0.000580985
        3090   -0.307774   -0.309699 0.000580797
        3091   -0.306771   -0.309698  0.00058061
        3092   -0.305803   -0.309697 0.000580424
        3093    -0.30488   -0.309695 0.000580238
        3094   -0.303998   -0.309694 0.000580054
        3095   -0.303158   -0.309691  0.00057987
        3096    -0.30237   -0.309689 0.000579688
        3097   -0.301636   -0.309686 0.000579506
        3098   -0.300959   -0.309684 0.000579326
        3099   -0.300335   -0.309681 0.000579147
        3100   -0.299775   -0.309677 0.000578969
        3101   -0.299274   -0.309674 0.000578792
        3102   -0.298828   -0.309671 0.000578616
        3103   -0.298454   -0.309667 0.000578441
        3104   -0.298143   -0.309663 0.000578266
        3105   -0.297892   -0.309659 0.000578092
        3106   -0.297703   -0.309656 0.000577919
        3107   -0.297572   -0.309652 0.000577746
        3108   -0.297507   -0.309648 0.000577574
        3109   -0.297496   -0.309644 0.000577401
        3110    -0.29754    -0.30964 0.000577228
        3111   -0.297631   -0.309636 0.000577056
        3112   -0.297768   -0.309632 0.000576883
        3113   -0.297951   -0.309629  0.00057671
        3114   -0.298171   -0.309625 0.000576536
        3115   -0.298428   -0.309621 0.000576363
        3116   -0.298715   -0.309618 0.000576188
        3117   -0.299029   -0.309614 0.000576013
        3118   -0.299359   -0.309611 0.000575838
        3119   -0.299699   -0.309608 0.000575662
        3120   -0.300051   -0.309605 0.000575486
        3121   -0.300401   -0.309602 0.000575309
        3122   -0.300745   -0.309599 0.000575132
        3123   -0.301077   -0.309596 0.000574954
        3124   -0.301389   -0.309594 0.000574776
        3125   -0.301673   -0.309591 0.000574598
        3126   -0.301933   -0.309589 0.000574419
        3127   -0.302149   -0.309586  0.00057424
        3128   -0.302315   -0.309584 0.000574061
        3129   -0.302433   -0.309582 0.000573882
        3130   -0.302489   -0.309579 0.000573704
        3131   -0.302483   -0.309577 0.000573525
        3132   -0.302409   -0.309575 0.000573346
        3133   -0.302259   -0.309573 0.000573168
        3134   -0.302031    -0.30957  0.00057299
