#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         623     2.64943     2.71742  0.00492761
         624       2.648     2.71731  0.00492097
         625     2.64651     2.71719   0.0049144
         626     2.64497     2.71708   0.0049079
         627     2.64338     2.71696  0.00490148
         628     2.64177     2.71684  0.00489514
         629     2.64012     2.71672  0.00488888
         630     2.63846     2.71659   0.0048827
         631     2.63678     2.71647   0.0048766
         632     2.63509     2.71634  0.00487058
         633     2.63339     2.71621  0.00486465
         634     2.63168     2.71607   0.0048588
         635     2.62997     2.71594  0.00485304
         636     2.62826      2.7158  0.00484737
         637     2.62654     2.71566  0.00484178
         638      2.6248     2.71552  0.00483629
         639     2.62306     2.71537  0.00483088
         640      2.6213     2.71523  0.00482557
         641     2.61952     2.71508  0.00482035
         642     2.61772     2.71493  0.00481523
         643     2.61589     2.71477   0.0048102
         644     2.61403     2.71461  0.00480528
         645     2.61215     2.71446  0.00480045
         646     2.61023     2.71429  0.00479573
         647     2.60828     2.71413  0.00479112
         648      2.6063     2.71396  0.00478661
         649     2.60429      2.7138  0.00478222
         650     2.60226     2.71362  0.00477794
         651     2.60021     2.71345  0.00477378
         652     2.59815     2.71327  0.00476973
         653      2.5961     2.71309   0.0047658
         654     2.59405     2.71291  0.00476199
         655     2.59204     2.71273  0.00475829
         656     2.59006     2.71254  0.00475471
         657     2.58814     2.71235  0.00475124
         658      2.5863     2.71216  0.00474788
         659     2.58454     2.71197  0.00474462
         660      2.5829     2.71177  0.00474146
         661     2.58137     2.71157  0.00473839
         662     2.57999     2.71137   0.0047354
         663     2.57877     2.71117  0.00473248
         664     2.57772     2.71097  0.00472962
         665     2.57684     2.71077  0.00472681
         666     2.57616     2.71057  0.00472403
         667     2.57568     2.71037  0.00472127
         668     2.57541     2.71016  0.00471853
         669     2.57533     2.70996  0.00471577
         670     2.57546     2.70976  0.00471301
         671      2.5758     2.70956  0.00471021
         672     2.57632     2.70936  0.00470737
         673     2.57703     2.70917  0.00470448
         674     2.57792     2.70897  0.00470153
         675     2.57897     2.70878  0.00469851
         676     2.58017     2.70859  0.00469541
         677      2.5815      2.7084  0.00469222
         678     2.58294     2.70822  0.00468895
         679     2.58448     2.70804  0.00468559
         680     2.58611     2.70786  0.00468212
         681      2.5878     2.70768  0.00467857
         682     2.58954     2.70751  0.00467491
         683     2.59131     2.70734  0.00467116
         684      2.5931     2.70717  0.00466732
         685     2.59489     2.70701  0.00466338
         686     2.59667     2.70684  0.00465936
         687     2.59843     2.70669  0.00465525
         688     2.60016     2.70653  0.00465105
         689     2.60184     2.70638  0.00464678
         690     2.60348     2.70623  0.00464244
         691     2.60505     2.70608  0.00463803
         692     2.60656     2.70594  0.00463356
         693       2.608      2.7058  0.00462903
         694     2.60936     2.70566  0.00462444
         695     2.61065     2.70552  0.00461981
         696     2.61185     2.70539  0.00461513
         697     2.61298     2.70526  0.00461041
         698     2.61401     2.70513  0.00460566
         699     2.61497       2.705  0.00460088
         700     2.61584     2.70487  0.00459607
         701     2.61662     2.70474  0.00459124
         702     2.61731     2.70462  0.00458639
         703     2.61792      2.7045  0.00458152
         704     2.61844     2.70437  0.00457664
         705     2.61888     2.70425  0.00457176
         706     2.61924     2.70413  0.00456687
         707      2.6195     2.70401  0.00456198
         708     2.61969     2.70389  0.00455709
         709     2.61979     2.70377   0.0045522
         710     2.61981     2.70366  0.00454733
         711     2.61974     2.70354  0.00454246
         712     2.61958     2.70342  0.00453761
         713     2.61935      2.7033  0.00453278
         714     2.61903     2.70318  0.00452797
         715     2.61862     2.70307  0.00452318
         716     2.61813     2.70295  0.00451842
         717     2.61755     2.70283  0.00451369
         718     2.61689     2.70271  0.00450899
         719     2.61613     2.70259  0.00450432
         720      2.6153     2.70247   0.0044997
         721     2.61437     2.70234  0.00449512
         722     2.61335     2.70222  0.00449058
         723     2.61225      2.7021  0.00448609
         724     2.61105     2.70197  0.00448166
         725     2.60977     2.70184  0.00447728
         726      2.6084     2.70172  0.00447296
         727     2.60694     2.70158  0.00446871
