4               1         2421.83         2792.45
3               1         2413.51         2762.75
1               1         2072.28         2736.99
2               1         2487.23         2786.77
5               1          2301.9         2746.75
0               1         2276.62         2734.48
5               2         2233.07          2594.7
1               2         2056.19         2581.22
0               2         2264.78         2578.32
3               2         2259.07         2595.98
4               2         2201.52         2654.81
2               2         2348.08         2647.01
2               3         2026.83         2542.58
4               3         2149.16         2520.74
0               3         2158.96         2431.27
1               3         1930.92         2401.97
5               3         2165.18         2474.42
2               4         2017.53         2404.82
3               3         2090.18         2454.88
5               4         2142.49         2401.49
1               4         1831.53         2205.96
4               4         2057.13         2419.39
0               4         2126.81         2321.28
3               4         2065.29         2315.41
1               5         1758.77         2062.44
2               5         1786.38         2276.61
5               5         2007.77         2345.75
4               5         2017.04         2304.33
3               5         1888.47         2217.39
0               5         2018.93         2236.99
5               6         1974.88         2324.65
2               6         1772.62          2128.7
1               6         1679.82            1923
4               6         1994.09         2211.96
3               6         1870.25         2159.55
0               6         1912.96         2136.96
5               7         1930.15         2213.57
1               7          1674.4         1852.11
2               7         1677.89          2023.6
4               7         1971.85          2142.3
3               7         1798.17         2075.58
0               7         1702.42         2043.18
2               8         1631.85         1913.09
4               8         1853.62         2088.82
5               8         1901.07         2108.05
1               8         1658.58         1788.71
0               8         1639.96         1937.82
3               8         1752.77         1958.15
5               9         1812.22         2025.75
1               9         1549.75         1762.48
2               9         1582.53         1805.91
4               9         1808.34         2013.91
0               9         1544.67         1834.35
3               9         1683.18         1872.39
1              10         1502.97         1728.98
5              10         1772.86         1971.84
2              10         1536.28         1754.92
3              10         1682.72         1805.75
4              10         1740.37         1960.59
0              10         1508.72         1735.01
2              11         1479.42         1661.46
5              11         1688.38         1910.81
4              11         1701.87         1898.05
1              11         1500.51         1668.58
3              11         1578.43         1752.37
0              11         1465.78         1643.23
1              12         1439.35         1619.45
4              12         1673.81         1852.84
5              12         1634.28         1816.27
2              12         1433.39         1601.26
3              12         1468.79         1700.73
0              12         1414.99         1587.14
5              13         1611.07         1745.74
2              13         1430.49         1566.61
1              13         1409.32         1559.59
4              13         1626.14         1795.26
0              13         1408.37         1565.04
3              13         1468.79         1639.36
4              14         1611.81         1750.03
5              14         1541.77         1685.14
2              14         1393.28         1542.59
1              14         1352.34         1504.15
3              14         1431.71         1591.61
0              14         1382.58         1513.02
2              15         1366.74         1514.01
4              15         1525.11         1691.96
5              15         1382.47         1645.32
1              15         1336.13         1460.05
3              15         1398.45         1541.15
0              15         1291.91         1489.67
5              16         1354.67         1593.05
4              16         1525.11         1630.16
0              16         1283.13         1453.55
2              16         1353.23         1503.25
1              16         1312.38         1427.08
5              17         1345.11         1539.01
3              16         1362.63         1501.81
2              17         1291.93         1459.03
4              17          1414.3          1583.7
1              17         1250.51          1396.3
0              17         1227.55         1401.27
3              17         1339.01         1465.38
5              18         1335.07         1476.98
1              18         1200.52         1370.42
2              18         1267.04         1428.07
4              18         1402.19         1529.18
0              18         1227.55         1365.13
3              18         1271.02         1420.53
5              19         1311.04         1422.05
2              19         1243.06         1380.94
4              19         1386.64          1493.1
1              19         1193.09          1340.9
0              19         1211.11          1330.1
5              20         1239.02         1382.59
3              19         1220.17         1380.37
4              20         1365.84            1458
2              20         1189.98         1336.47
5              21         1191.09         1347.56
1              20         1127.31         1299.54
0              20         1184.08         1289.57
3              20         1190.85         1344.67
1              21         1125.39         1265.31
4              21         1331.69         1432.74
2              21         1154.12            1322
3              21         1190.85         1303.14
0              21         1094.11         1260.98
5              22         1186.33         1306.36
2              22         1126.99         1282.05
4              22         1310.89         1414.73
1              22         1114.42         1214.07
0              22         1083.67         1222.86
5              23         1160.97         1260.78
3              22         1168.97         1264.38
4              23         1294.03         1401.08
2              23         1123.88         1249.51
1              23         1102.46         1184.64
0              23         1039.36         1194.14
5              24         1144.25         1220.26
3              23         1094.28         1242.37
