3	0.746973	1.14442	0.469838
3	0.303397	1.14149	-0.123279
3	0.512553	1.19712	0.17779
3	0.132799	0.702412	0.0416981
3	0.00727816	1.07108	-0.229786
3	0.496418	1.22202	0.200152
3	0.0465879	0.869584	-0.191912
3	-0.0361167	0.836035	-0.156904
3	0.0273324	0.59874	0.334632
3	0.124847	1.0867	-0.225868
3	0.12226	0.706732	0.0379121
3	0.453495	0.509428	0.00361445
3	0.573278	0.378216	0.318048
3	0.841634	0.655491	-0.427093
3	0.830839	0.570169	-0.426203
0.6	0.301683	1.07745	-0.182967
0.6	0.512505	0.927379	-0.260554
0.6	0.557045	1.01087	-0.171418
0.6	0.0616489	0.775084	-0.0647179
0.6	0.132078	1.14432	-0.145798
0.6	0.21316	1.05125	-0.245772
0.6	0.214566	0.779906	-0.114854
0.6	0.087954	0.784557	-0.0891982
0.6	0.154431	0.828742	-0.163939
0.6	-0.338164	0.721935	-0.118301
0.6	-0.727034	0.882235	-0.212938
0.6	-0.431127	0.55671	-0.0152165
0.6	-0.079285	0.303123	2.4041
0.333333	0.0728707	0.903811	-0.215944
0.333333	0.400827	0.852867	-0.250798
0.333333	0.0895537	0.809581	-0.119094
0.333333	-0.279937	0.965044	-0.251617
0.333333	0.135169	1.02083	-0.23961
0.333333	0.498859	0.837272	-0.278662
0.333333	0.40222	0.689031	-0.131779
0.333333	0.741717	0.783315	-0.332313
0.333333	0.304196	1.07242	-0.212826
0.333333	0.621054	0.474265	-0.200615
0.333333	0.388868	0.608254	-0.0151122
0.230769	0.532201	0.384088	0.266404
0.230769	0.890286	0.813511	-0.170207
0.230769	0.889742	0.615674	-0.406591
0.176471	0.794615	0.605246	-0.440098
0.176471	0.920745	0.764237	-0.20302
0.176471	0.65604	0.674009	-0.374079
0.142857	0.647368	0.642916	-0.37522
0.142857	0.608561	0.681129	-0.339517
0.142857	1.01993	0.659439	-0.193606
0.142857	0.903391	0.800018	-0.167721
0.142857	0.42454	0.633564	-0.0923682
0.142857	0.47879	1.00971	-0.208261
0.12	0.556829	0.957207	-0.214891
0.12	0.463353	0.68321	-0.199229
0.12	0.769454	0.634692	-0.439635
0.12	0.351281	0.598906	0.0590066
0.12	0.642011	0.837075	-0.30506
0.12	0.409166	0.827619	-0.240375
0.12	0.744794	0.755738	-0.352409
0.12	0.862439	0.683294	-0.395314
0.103448	0.586355	0.688404	-0.318184
0.103448	0.896568	0.680533	-0.371799
0.103448	0.6252	0.620804	-0.340754
0.103448	0.659117	0.74873	-0.355228
0.103448	0.546696	0.923649	-0.245168
0.0909091	0.318296	0.805931	-0.195454
0.0909091	0.431545	1.09388	-0.110323
0.0909091	0.566377	0.732224	-0.303306
0.0909091	0.665722	0.708702	-0.365723
0.0909091	0.606217	0.698311	-0.334725
0.0909091	0.864794	0.56412	-0.403615
0.0810811	0.709197	0.768253	-0.346592
0.0810811	0.676145	0.557224	-0.371616
0.0810811	0.674367	0.666149	-0.384754
0.0731707	0.532085	0.747092	-0.272734
0.0731707	0.783358	0.530993	-0.375829
0.0731707	0.672882	0.540973	-0.34668
0.0731707	0.923389	0.653612	-0.364505
0.0666667	0.756021	0.629404	-0.43414
0.0666667	0.653934	0.78907	-0.332315
0.0666667	0.663347	0.754815	-0.35399
0.0666667	0.555221	0.879777	-0.263659
0.0666667	0.504911	0.768587	-0.272389
0.0612245	0.362509	0.986846	-0.242814
0.0612245	0.117376	0.891334	-0.211687
0.0612245	0.299896	1.03577	-0.22733
0.0612245	0.322598	0.916022	-0.247339
0.0612245	0.415017	0.854794	-0.254023
0.0612245	0.251961	0.986872	-0.237532
