1	13.4449	9.07926	-8.8054	4.56034
2	13.4726	9.02342	-8.63012	5.06062
3	13.0136	9.40411	-7.64074	4.74707
4	13.0136	9.40411	-7.64074	4.74707
5	12.1663	8.86544	-7.52885	3.56928
6	10.8221	7.80317	-6.9075	2.91818
7	10.408	7.78664	-6.28274	2.86728
8	10.3674	7.1959	-6.91892	2.79847
9	10.2146	7.48091	-6.72258	1.78331
10	10.6433	8.53467	-6.1027	1.78785
11	11.2556	8.98852	-6.42148	2.15861
12	11.2556	8.98852	-6.42148	2.15861
13	10.7994	9.17706	-5.59187	1.06735
14	10.7913	9.82552	-4.44442	0.399059
15	11.4187	10.8475	-3.37112	1.16348
16	11.037	9.95401	-4.46063	1.68423
17	11.037	9.95401	-4.46063	1.68423
18	11.3381	10.0471	-4.99208	1.63916
19	11.224	9.35101	-6.16851	0.697943
20	11.369	8.76304	-7.04574	1.67946
21	10.4966	8.12765	-6.23639	2.28646
22	10.5859	7.39862	-7.06819	2.71329
23	11.0683	7.15441	-7.49065	3.90026
24	11.0683	7.15441	-7.49065	3.90026
25	10.8209	7.3399	-6.62762	4.39232
26	10.364	6.80297	-5.56247	5.49467
27	11.6165	7.73486	-6.07384	6.18256
28	12.0693	8.54061	-5.19263	6.76477
29	11.3726	7.95607	-4.32228	6.88141
30	11.3726	7.95607	-4.32228	6.88141
31	10.2005	7.56966	-3.68777	5.75758
32	10.2005	7.56966	-3.68777	5.75758
33	9.32244	6.48769	-4.7179	4.74964
34	9.32244	6.48769	-4.7179	4.74964
35	9.3186	6.34505	-3.65251	5.76504
36	9.3186	6.34505	-3.65251	5.76504
37	9.31739	7.1363	-3.29595	5.00238
38	8.30044	6.0629	-4.19427	3.814
39	7.58595	5.21259	-3.02892	4.60448
40	7.58595	5.21259	-3.02892	4.60448
41	7.58595	5.21259	-3.02892	4.60448
42	7.03965	5.20237	-2.08345	4.26044
43	7.03965	5.20237	-2.08345	4.26044
44	7.03965	5.20237	-2.08345	4.26044
45	5.73761	3.98253	-1.70155	3.76356
46	5.30947	4.2858	-1.38187	2.81298
47	5.26399	4.0614	-0.296593	3.33567
48	5.26399	4.0614	-0.296593	3.33567
49	5.26399	4.0614	-0.296593	3.33567
50	5.65781	4.34967	-1.15132	3.43011
51	6.04555	4.44764	-1.45497	3.82756
52	5.81722	3.67367	-2.65405	3.64694
53	5.79369	2.96299	-3.79449	3.22326
54	5.88601	2.99384	-3.86921	3.27281
55	5.95422	1.90291	-3.70152	4.25798
56	5.18641	1.39675	-3.47167	3.59102
57	5.03428	0.361388	-4.40403	2.41203
58	4.52717	-0.543416	-4.00737	2.03494
59	4.52717	-0.543416	-4.00737	2.03494
60	4.52717	-0.543416	-4.00737	2.03494
61	4.52717	-0.543416	-4.00737	2.03494
62	4.52717	-0.543416	-4.00737	2.03494
63	3.63057	-0.283206	-3.28508	1.51955
