1	25.0856	-13.061	20.8141	-5.04693
2	25.0856	-13.061	20.8141	-5.04693
3	24.1095	-13.1896	19.861	-3.58403
4	24.1143	-15.2493	18.1447	-4.44146
5	21.1806	-12.992	15.97	-4.9783
6	21.1806	-12.992	15.97	-4.9783
7	21.1806	-12.992	15.97	-4.9783
8	20.1548	-12.0995	15.8136	-3.12178
9	21.4955	-12.4273	17.2637	-3.09575
10	21.4955	-12.4273	17.2637	-3.09575
11	17.9983	-10.5264	14.4731	-1.91449
12	17.9983	-10.5264	14.4731	-1.91449
13	14.9981	-8.97848	11.9888	0.772757
14	15.7597	-7.16336	13.6745	3.17238
15	15.7597	-7.16336	13.6745	3.17238
16	18.9909	-9.27531	15.5552	5.71465
17	20.0698	-9.88285	16.9263	4.31606
18	20.0698	-9.88285	16.9263	4.31606
19	21.6646	-10.7102	17.5567	6.81246
20	21.6646	-10.7102	17.5567	6.81246
21	19.6055	-8.78896	14.8327	9.33392
22	18.5214	-8.66729	13.863	8.70276
23	18.5214	-8.66729	13.863	8.70276
24	17.2532	-9.04609	12.7605	7.28067
25	14.7241	-7.33371	11.1204	6.27305
26	15.2868	-5.79796	11.7778	7.83284
27	15.465	-3.62763	12.2962	8.64929
28	15.465	-3.62763	12.2962	8.64929
29	16.0374	-3.20333	13.7995	7.51735
30	15.7507	-0.438967	12.9727	8.92195
31	16.465	-2.15165	13.407	9.31238
32	16.1397	-1.88278	13.5088	8.62892
33	13.4975	-2.53983	11.6098	6.39894
34	13.4933	0.109456	12.022	6.12601
35	11.1594	0.656743	10.5326	3.62827
36	11.7515	0.216471	11.0496	3.99465
37	9.46715	-0.555381	8.30995	4.50146
38	9.87633	-0.529127	8.52563	4.95737
39	8.60734	0.918591	7.36434	4.35992
40	7.24806	2.11091	4.5768	5.20877
41	5.13972	2.33858	2.9709	3.48161
42	5.20438	2.62395	1.08211	4.36229
43	5.20438	2.62395	1.08211	4.36229
44	3.94745	1.8579	1.41038	3.18456
45	3.94745	1.8579	1.41038	3.18456
