1	4.83304	0
2	4.92434	0.0912981
3	4.92302	0.0527276
4	4.93287	0.0385636
5	4.93123	0.0299165
6	4.95006	0.0308446
7	4.9627	0.0289701
8	4.97162	0.0266291
9	4.98857	0.0289623
10	4.99066	0.0259891
11	5.00518	0.0276275
12	5.02094	0.0297388
13	5.01299	0.0284878
14	5.00817	0.0268106
15	5.01467	0.0257921
16	5.03716	0.0329839
17	5.03409	0.0311351
18	5.03413	0.0293545
19	5.02324	0.029824
20	5.02856	0.0287897
21	5.01926	0.0289228
22	5.01444	0.0279944
23	5.01073	0.0270059
24	5.00974	0.0258751
25	4.99871	0.0271593
26	4.99999	0.0261255
27	4.99542	0.0255511
28	4.99083	0.0250459
29	4.99477	0.0244861
30	4.99342	0.0236948
31	4.99583	0.0230446
32	4.99296	0.0224973
33	4.99356	0.0218132
34	4.99523	0.0212281
35	4.99483	0.0206167
36	4.99379	0.0200625
37	4.98982	0.0199121
38	4.98891	0.0194025
39	4.99287	0.0193088
40	4.99188	0.018846
41	4.99153	0.018384
42	4.9924	0.0179621
43	4.99428	0.0176395
44	4.99332	0.0172604
45	4.992	0.0169242
46	4.98978	0.0167
47	4.98527	0.016953
48	4.98729	0.0167184
49	4.98668	0.0163849
50	4.98521	0.0161208
51	4.98327	0.0159205
52	4.98064	0.0158307
53	4.98151	0.0155531
54	4.98168	0.0152634
55	4.98407	0.0151734
56	4.98356	0.0149088
57	4.98367	0.0146453
58	4.98099	0.0146368
59	4.98193	0.0144167
60	4.98108	0.0141998
61	4.98259	0.0140462
62	4.98102	0.0139062
63	4.98374	0.013951
64	4.98705	0.0141249
65	4.98836	0.0139675
66	4.99077	0.0139633
67	4.99127	0.0137624
68	4.99197	0.0135765
69	4.99227	0.0133817
70	4.99109	0.0132414
71	4.99037	0.0130738
72	4.99124	0.0129205
73	4.99077	0.012751
74	4.98959	0.0126332
75	4.98999	0.01247
76	4.99162	0.0124131
77	4.99376	0.0124353
78	4.99533	0.0123755
79	4.99382	0.0123116
80	4.99429	0.0121661
81	4.99604	0.0121411
82	4.99633	0.0119957
83	4.99556	0.0118753
84	4.99311	0.0119861
85	4.99279	0.0118486
86	4.99145	0.0117863
87	4.99148	0.01165
88	4.99131	0.0115181
89	4.99051	0.0114157
90	4.98973	0.0113156
91	4.98886	0.0112241
92	4.98694	0.0112669
93	4.98652	0.0111528
94	4.98633	0.0110351
95	4.98632	0.0109184
96	4.98781	0.0109073
97	4.98858	0.0108217
98	4.98724	0.0107944
99	4.98707	0.0106862
100	4.98675	0.0105838
