1	26.4197	-12	23	-5
2	26.4197	-12	23	-5
3	23.4345	-10.9228	20.6749	-1.55531
4	23.4345	-10.9228	20.6749	-1.55531
5	22.2853	-9.25152	20.2518	-0.954714
6	22.2853	-9.25152	20.2518	-0.954714
7	20.0814	-5.22132	17.7576	-7.78898
8	20.0814	-5.22132	17.7576	-7.78898
9	18.7013	-3.71829	16.5148	-7.94807
10	18.2909	-1.61854	16.3478	-8.04272
11	18.2909	-1.61854	16.3478	-8.04272
12	17.3063	2.85516	15.0709	-8.0139
13	17.3063	2.85516	15.0709	-8.0139
14	17.3063	2.85516	15.0709	-8.0139
15	17.3132	0.712457	15.8934	-6.82928
16	17.3132	0.712457	15.8934	-6.82928
17	16.3166	0.0445135	15.1568	-6.04153
18	16.9041	-0.585392	14.1794	-9.18437
19	16.9041	-0.585392	14.1794	-9.18437
20	16.9041	-0.585392	14.1794	-9.18437
21	16.9041	-0.585392	14.1794	-9.18437
22	17.3407	-0.521713	14.8307	-8.97092
23	18.7256	2.47026	16.161	-9.13053
24	18.0556	4.088	16.4974	-6.09325
25	18.0413	2.50537	16.4801	-6.90068
26	17.6921	3.12434	16.3671	-5.94699
27	18.2954	4.69694	16.6254	-6.02112
28	18.2954	4.69694	16.6254	-6.02112
29	17.1535	2.58818	15.8856	-5.93243
30	17.8059	3.06043	15.1273	-8.87961
31	14.8138	0.974928	12.9765	-7.07873
32	14.8138	0.974928	12.9765	-7.07873
33	14.8138	0.974928	12.9765	-7.07873
34	13.3427	1.36968	10.3179	-8.34822
35	13.4168	1.31628	10.9971	-7.57236
36	12.925	0.825401	10.9587	-6.80311
37	12.925	0.825401	10.9587	-6.80311
38	12.3634	-2.68263	9.9379	-6.84793
39	11.6341	-4.83144	8.99691	-5.57358
40	10.7628	-5.40892	8.44022	-3.91703
41	11.0682	-4.25949	9.4964	-3.76558
42	11.0682	-4.25949	9.4964	-3.76558
43	12.5035	-4.29909	9.59683	-6.76426
44	12.5035	-4.29909	9.59683	-6.76426
45	11.0849	-3.89052	7.72141	-6.93681
46	11.0849	-3.89052	7.72141	-6.93681
47	11.0849	-3.89052	7.72141	-6.93681
48	10.1237	-3.26569	8.46124	-4.49798
49	10.4465	-4.39966	8.74637	-3.64315
50	9.75941	-5.46735	6.92894	-4.1646
51	7.03022	-4.66454	4.94261	-1.79906
52	6.0205	-2.42119	5.13608	-2.00122
53	5.03861	-3.7896	2.77389	-1.8254
54	6.00477	-3.51442	2.27079	-4.30693
55	4.97719	-2.47767	1.98175	-3.83488
56	4.97719	-2.47767	1.98175	-3.83488
57	4.94804	0.203107	4.16178	-2.66861
58	6.73764	0.258442	5.75207	-3.49896
59	6.92197	2.74477	5.0718	-3.82842
60	7.20519	4.53807	1.96855	-5.23884
61	9.41879	6.57555	1.35592	-6.60586
62	8.8209	3.36586	1.915	-7.9254
63	8.94315	3.68852	-0.569021	-8.12717
64	10.1554	4.38618	-0.203764	-9.15709
65	10.1554	4.38618	-0.203764	-9.15709
66	7.37154	3.00706	-1.20457	-6.62165
67	7.37154	3.00706	-1.20457	-6.62165
68	7.37154	3.00706	-1.20457	-6.62165
69	6.38999	2.12596	-0.745769	-5.97964
70	6.18485	3.66791	-0.0319826	-4.97975
71	3.4779	2.35744	0.619667	-2.48078
72	3.4779	2.35744	0.619667	-2.48078
73	2.78367	1.74382	1.83312	-1.16085
74	2.78367	1.74382	1.83312	-1.16085
75	1.59999	0.00395031	1.40861	0.758789
76	1.84306	0.661716	1.60164	0.627515
77	1.84306	0.661716	1.60164	0.627515
78	1.40089	0.0187986	-1.29095	-0.543682
79	2.13436	0.897417	-0.820062	-1.75432
80	2.95365	1.8256	1.08941	-2.05047
81	4.33558	0.598322	0.175698	-4.2905
82	4.33558	0.598322	0.175698	-4.2905
83	3.91964	2.33572	0.442097	-3.11649
84	3.91964	2.33572	0.442097	-3.11649
85	1.84826	1.57591	-0.480442	-0.83769
86	1.13249	-0.394463	-0.362698	-0.997694
87	1.13249	-0.394463	-0.362698	-0.997694
88	1.55759	0.433104	0.687981	-1.32861
89	3.84864	-0.310638	2.97286	-2.42438
90	3.84864	-0.310638	2.97286	-2.42438
91	3.84864	-0.310638	2.97286	-2.42438
